Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+2 Quarters
Revenue,6.78,6.3,5.82,5.92,6.21,6.48,6.62,6.01,7.09,6.97,7.64,8.83,9.43,8.56,8.12,8.72,9.3,8.25,16.94,8.67,8.45,6.73,7.19,7.08,9.15,7.58,7.81,7.94,9.96,9.87,11.52,8.33,9.21,7.86,6.61,5.53,5.19,3.8,3.25,1.53,Upgrade
Revenue Growth (YoY),9.17%,-2.85%,-12.06%,-1.56%,-12.38%,-7.00%,-13.36%,-31.93%,-24.85%,-18.55%,-5.91%,1.23%,1.43%,3.68%,-52.06%,0.59%,10.05%,22.69%,135.50%,22.46%,-7.67%,-11.29%,-7.94%,-10.79%,-8.10%,-23.14%,-32.16%,-4.70%,8.16%,25.54%,74.39%,50.50%,77.26%,106.86%,103.51%,260.54%,424.66%,657.21%,-,-,Upgrade
Cost of Revenue,0.94,0.86,0.71,1.03,1.02,1.01,1.07,1.08,1.1,1.11,1.2,1.28,2.16,1.31,1.43,2.09,2.16,1.47,3.41,2.17,2.08,1.15,1.12,1.34,2.28,1.21,1.26,1.36,1.44,2.68,2.98,1.49,3.2,2.21,-0.14,0.46,0,0,0,0,Upgrade
Gross Profit,5.84,5.44,5.12,4.88,5.19,5.47,5.55,4.93,5.99,5.86,6.44,7.55,7.27,7.25,6.69,6.63,7.14,6.78,13.53,6.5,6.37,5.57,6.08,5.75,6.87,6.37,6.56,6.58,8.51,7.19,8.54,6.84,6.01,5.65,6.75,5.08,5.19,3.8,3.25,1.53,Upgrade
"Selling, General & Admin",0.52,0.52,0.38,0.5,0.5,0.5,0.55,0.5,0.5,0.5,0.54,0.51,0.43,0.56,0.46,0.69,0.45,0.45,0.75,0.43,0.4,0.32,0.77,0.37,0.36,0.48,0.27,0.51,0.39,0.48,0.4,0.19,0.33,0.39,0.38,0.18,0,0,0,0,Upgrade
Other Operating Expenses,0.55,0.55,0.47,0.63,0.58,0.58,0.73,0.61,0.63,0.64,0.8,0.74,0.68,0.6,0.89,0.41,0.61,0.49,0.29,0.57,0.5,0.68,0.46,0.5,0.45,0.57,0.51,0.39,0.43,0.51,0.55,0.36,0.57,0.47,0.96,-0.1,0.33,0.14,0.31,0.01,Upgrade
Operating Expenses,1.07,1.07,0.85,1.13,1.08,1.08,1.28,1.11,1.13,1.13,1.34,1.25,1.11,1.17,1.35,1.1,1.06,0.93,1.04,1,0.9,1,1.22,0.87,0.8,1.05,0.78,0.9,0.83,0.99,0.95,0.55,0.9,0.86,1.33,0.08,0.33,0.14,0.31,0.01,Upgrade
Operating Income,4.77,4.36,4.26,3.76,4.11,4.39,4.27,3.83,4.86,4.73,5.1,6.31,6.16,6.08,5.34,5.53,6.08,5.85,12.49,5.5,5.47,4.58,4.86,4.88,6.07,5.33,5.78,5.68,7.69,6.2,7.58,6.29,5.11,4.78,5.41,4.99,4.86,3.66,2.93,1.53,Upgrade
Interest Expense / Income,2.16,1.79,1.57,1.53,1.79,1.74,1.88,1.66,1.84,1.98,2.12,2.53,2.53,2.35,2.28,2.16,2.16,2.26,1.7,1.57,1.6,1.44,1.32,1.4,1.04,0.99,1.01,1.04,1.01,0.98,0.99,0.92,0.9,0.72,0.62,0.66,0.68,0.5,0.15,0,Upgrade
Other Expense / Income,1.92,0.87,6.77,2.05,-1.16,-0.64,14.28,-1.79,-0.06,-0.06,5.45,27.88,0.65,4.64,8.27,4.59,13.3,2.15,4.67,-0.16,-0.99,0.01,-1.2,-2.51,-3.52,0.03,0.78,2.74,22.08,5.05,1.93,7.27,-3.87,-0.53,-0.1,-1.37,1.1,0.65,-1.27,-0.37,Upgrade
Pretax Income,0.68,1.7,-4.09,0.18,3.48,3.29,-11.89,3.96,3.08,2.8,-2.47,-24.11,2.98,-0.91,-5.22,-1.23,-9.37,1.43,6.12,4.09,4.86,3.14,4.73,5.99,8.55,4.3,3.99,1.9,-15.4,0.17,4.67,-1.91,8.08,4.59,4.89,5.7,3.08,2.51,4.06,1.9,Upgrade
Income Tax,0.07,0.04,0,0.24,0.03,0,0,0.26,0.01,0,-0,0.14,0.01,0,0.01,0.13,0.01,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
