Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+32 Quarters
Revenue,73.72,196.32,53.38,50.41,105.25,243.51,63.91,96.56,134.21,293.32,94.28,88.77,106.41,301.75,69.91,65.77,68.77,134.92,40.75,32.66,43.07,83.12,31.47,34.57,41.56,50.12,32.08,37.28,73.84,50.14,38.22,39.89,61.29,44.98,41.17,42.59,50.94,54.17,42.01,39.8,Upgrade
Revenue Growth (YoY),-29.95%,-19.38%,-16.49%,-47.79%,-21.58%,-16.98%,-32.21%,8.78%,26.13%,-2.79%,34.86%,34.97%,54.72%,123.65%,71.56%,101.39%,59.68%,62.32%,29.51%,-5.52%,3.64%,65.82%,-1.91%,-7.27%,-43.72%,-0.02%,-16.08%,-6.56%,20.49%,11.48%,-7.15%,-6.34%,20.31%,-16.97%,-2.00%,7.02%,17.90%,19.56%,11.77%,12.09%,Upgrade
Cost of Revenue,0.22,0.86,0.49,0.42,-0.13,0.78,-0.03,0.25,1,1.92,0.48,0.54,1.14,1.96,0.41,0.45,-0.08,0.76,0.17,0.15,0.15,0.35,-0.01,0.06,0.18,-1.89,0.03,0.53,2.18,0.65,0.44,0.67,2.41,0.74,0.75,0.89,2.11,1.02,0.81,0.98,Upgrade
Gross Profit,73.51,195.46,52.88,49.99,105.38,242.74,63.94,96.31,133.22,291.39,93.8,88.23,105.27,299.79,69.5,65.32,68.85,134.16,40.58,32.51,42.92,82.76,31.48,34.51,41.38,52.01,32.05,36.74,71.66,49.49,37.78,39.22,58.87,44.23,40.42,41.7,48.83,53.15,41.2,38.82,Upgrade
"Selling, General & Admin",53.9,93.44,47.86,47.16,78.44,150.42,59.96,62.7,73.93,121.44,53.35,53.59,57.42,98.79,42.42,37.97,35.22,50.55,26.68,25.85,25.69,33.29,22.74,24.77,25.05,35.94,19.13,23.55,28.81,38.49,17.1,16.8,33.42,33.11,16.31,16.47,31.4,35.26,22.39,20.89,Upgrade
Research & Development,15.54,21.97,19.4,17.78,19.66,19.8,20.37,20.46,23.16,18.4,17.67,13.37,15.74,15.6,12.03,10.44,9.02,8.6,7.74,7.29,8.34,8.53,8.35,7.93,8.07,7.7,8.26,8.29,8.51,8.95,8.04,8.59,10.77,10.07,10.3,9.55,10.47,8.99,9.12,7.73,Upgrade
Other Operating Expenses,26.96,49.31,33.9,30.52,46.99,106.15,49.65,38.48,36.77,72.16,43.63,27.52,31.08,53.28,40.69,22.03,20.49,27.36,17.82,13.79,15.6,20.15,16.06,12.27,12.37,16.51,11.58,10.71,10.66,14.44,9.72,8,16.69,14.82,10.05,9.34,10.07,11.54,9.29,8.17,Upgrade
Operating Expenses,96.4,164.72,101.15,95.46,145.09,276.37,129.98,121.64,133.86,212,114.65,94.48,104.24,167.68,95.14,70.43,64.73,86.52,52.24,46.93,49.64,61.96,47.15,44.98,45.49,60.14,38.97,42.55,47.98,61.88,34.86,33.4,60.89,58,36.66,35.35,51.94,55.79,40.8,36.79,Upgrade
Operating Income,-22.89,30.74,-48.27,-45.47,-39.71,-33.63,-66.04,-25.33,-0.64,79.39,-20.85,-6.25,1.03,132.12,-25.64,-5.11,4.12,47.65,-11.65,-14.42,-6.72,20.8,-15.67,-10.47,-4.11,-8.14,-6.92,-5.81,23.68,-12.39,2.93,5.83,-2.01,-13.77,3.77,6.35,-3.11,-2.64,0.4,2.03,Upgrade
Other Expense / Income,0.59,0.84,0.65,1.17,1.02,-0.24,-0.19,-0.17,-0.15,0.06,0.1,-0.45,-0.37,8.71,-5.97,6.5,12.75,6.02,3.5,2.2,-0.18,-0.31,-0.3,-0.3,-0.28,-1.17,-0.01,0.02,0.01,-0.1,0.03,0.01,0.01,0.02,0.01,0.03,0.04,0.02,0.02,0.02,Upgrade
Pretax Income,-23.49,29.9,-48.92,-46.64,-40.74,-33.39,-65.85,-25.16,-0.49,79.34,-20.95,-5.8,1.4,123.41,-19.67,-11.61,-8.63,41.62,-15.16,-16.62,-6.54,21.11,-15.37,-10.17,-3.84,-6.96,-6.91,-5.83,23.67,-12.3,2.9,5.82,-2.03,-13.78,3.75,6.32,-3.15,-2.67,0.38,2.01,Upgrade
