Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+41 Quarters
Revenue,"1,854","1,895","1,839","1,881","1,893","1,736","2,070","2,041","1,985","2,154","2,318","2,003","1,809","1,647","2,020","1,994","2,044","1,985","1,952","2,159","2,115",904,"2,215","2,223","2,171","2,198","2,150","2,236","1,785","2,156","2,100","2,157","2,135","2,229","2,190","2,194","2,322","1,634","2,317","2,371",Upgrade
Revenue Growth (YoY),-2.06%,9.16%,-11.16%,-7.84%,-4.63%,-19.41%,-10.70%,1.90%,9.73%,30.78%,14.75%,0.45%,-11.50%,-17.03%,3.48%,-7.64%,-3.36%,119.58%,-11.87%,-2.88%,-2.58%,-58.87%,3.02%,-0.58%,21.62%,1.95%,2.38%,3.66%,-16.39%,-3.28%,-4.11%,-1.69%,-8.05%,36.41%,-5.48%,-7.47%,0.83%,-33.77%,-5.66%,-1.29%,Upgrade
Cost of Revenue,"1,298","1,284","1,308",889,"1,290",988,"1,266","1,288","1,349","1,289","1,410","1,586","1,478","1,380","1,430","1,397","1,429","1,976","1,454","1,357","1,467","1,481","1,508","1,369","1,413","1,703","1,835","1,366","1,037","1,615","1,469","1,413","1,372","2,321","2,119","1,384","1,377","1,284","1,353","1,453",Upgrade
Gross Profit,556,611,531,992,603,748,804,753,636,865,908,417,331,267,590,597,615,9,498,802,648,-577,707,854,758,495,315,870,748,541,631,744,763,-92,71,810,945,350,964,918,Upgrade
"Selling, General & Admin",283,271,240,589,280,354,290,304,275,253,235,210,237,196,247,229,237,249,231,253,240,182,265,240,270,283,269,327,394,433,314,295,267,299,284,282,378,-9,407,413,Upgrade
Other Operating Expenses,72,52,79,84,88,108,106,86,77,174,94,87,108,131,112,84,81,81,72,112,104,76,83,139,94,193,94,112,99,207,563,101,95,427,663,108,134,22,182,137,Upgrade
Operating Expenses,355,323,319,673,368,462,396,390,352,427,329,297,345,327,359,313,318,330,303,365,344,258,348,379,364,476,363,439,493,640,877,396,362,726,947,390,512,13,589,550,Upgrade
Operating Income,201,288,212,319,235,286,408,363,284,438,579,120,-14,-60,231,284,297,-321,195,437,304,-835,359,475,394,19,-48,431,255,-99,-246,348,401,-818,-876,420,433,337,375,368,Upgrade
Interest Expense / Income,29,28,26,26,26,31,35,43,51,55,47,42,51,52,59,60,60,61,60,77,76,57,73,74,62,75,77,80,105,104,105,103,107,106,104,112,127,79,124,121,Upgrade
Other Expense / Income,71,29,30,39,-50,30,-8,5,-13,34,-16,496,6,-65,120,-10,-6,56,-41,59,53,-491,77,69,61,63,33,69,74,125,67,368,49,-86,51,48,35,-9,38,33,Upgrade
Pretax Income,101,231,156,254,259,225,381,315,246,349,548,-418,-71,-47,52,234,243,-438,176,301,175,-401,209,332,271,-119,-158,282,76,-328,-418,-123,245,-838,"-1,031",260,271,267,213,214,Upgrade
