Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Net Income,46.4,49.61,32.71,28.69,28.51,23.07,23.02,21.74,20.04,16.89,Upgrade
Depreciation & Amortization,1.5,1.5,1.5,1.43,1.41,1.35,1.05,0.92,0.85,0.79,Upgrade
Share-Based Compensation,3.36,2.57,2.31,2.99,2.74,2.63,1.68,1.17,0.52,0.36,Upgrade
Other Operating Activities,8.19,4.19,5.76,3.86,2.09,2.31,4.55,7.37,4.88,5.35,Upgrade
Operating Cash Flow,59.44,57.88,42.29,36.97,34.74,29.36,30.3,31.2,26.29,23.39,Upgrade
Operating Cash Flow Growth,2.70%,36.88%,14.39%,6.40%,18.35%,-3.11%,-2.88%,18.68%,12.38%,-3.70%,Upgrade
Capital Expenditures,-21.31,-8.74,-2.32,-0.44,-0.21,-1.06,-12.8,-2.5,-2.29,-2.2,Upgrade
Change in Investments,-336.52,-528.47,-357.64,-155.06,-188.52,-293.36,-93.45,-107.49,-169.44,-132.94,Upgrade
Other Investing Activities,-,-,-7.2,-,-,0.45,0.81,3.59,-5,-,Upgrade
Investing Cash Flow,-357.83,-537.21,-367.16,-155.5,-188.73,-293.97,-105.44,-106.4,-176.73,-135.14,Upgrade
Dividends Paid,-16.62,-15.54,-13.82,-13.58,-12.7,-11.5,-10.8,-9.95,-7.84,-7,Upgrade
Share Issuance / Repurchase,0,0,0,0,0,0,0,0,0,-15.77,Upgrade
Debt Issued / Paid,285.84,-22.53,-3.65,18.56,83.56,-16.36,-15.36,-51.48,49.09,-23.8,Upgrade
Other Financing Activities,-137.12,313.8,685.49,119.37,82.64,263.58,105.48,169.5,106.55,29.27,Upgrade
Financing Cash Flow,132.11,275.72,668.02,124.35,153.51,235.72,79.33,108.07,147.8,-17.31,Upgrade
Net Cash Flow,-166.29,-203.61,343.15,5.82,-0.48,-28.89,4.19,32.87,-2.64,-129.05,Upgrade
Free Cash Flow,38.13,49.14,39.97,36.52,34.53,28.3,17.5,28.7,24,21.19,Upgrade
Free Cash Flow Growth,-22.40%,22.94%,9.43%,5.76%,22.02%,61.76%,-39.03%,19.55%,13.26%,-8.87%,Upgrade
Free Cash Flow Margin,36.50%,46.23%,49.69%,49.26%,49.29%,41.19%,27.29%,46.65%,40.90%,38.51%,Upgrade
Free Cash Flow Per Share,2.29,2.97,2.43,2.23,2.12,1.75,1.08,1.79,1.50,1.33,Upgrade
