Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Net Income,110.67,278.51,40.5,107.2,49.99,-64.88,-21.95,48.06,58.14,40.6,Upgrade
Depreciation & Amortization,31.01,42.71,55.43,19.12,18.82,22.65,27.62,12.72,14.54,13.71,Upgrade
Share-Based Compensation,131.2,171.45,121.69,32,44.29,39.83,55.98,48.75,28.76,21.6,Upgrade
Other Operating Activities,-497.8,214.42,562.15,-95.04,389.66,202.46,-64.87,265.98,-156.55,-38.23,Upgrade
Operating Cash Flow,-224.91,707.09,779.77,67.8,509.8,203,-3.23,379.52,-50.07,42.16,Upgrade
Operating Cash Flow Growth,-,-9.32%,1050.13%,-86.70%,151.13%,-,-,-,-,-,Upgrade
Capital Expenditures,-30.6,-20.58,-17.58,-6.52,-15.8,-7.99,-11.02,-5.91,-7.39,-5.48,Upgrade
Acquisitions,-96.5,0,-417.41,33.21,0,0,-72.71,-11.74,0,-24.48,Upgrade
Change in Investments,0,0,0,0,0,0,0,1.5,2,0,Upgrade
Investing Cash Flow,-127.1,-20.58,-435,26.69,-15.8,-7.99,-83.73,-16.15,-5.39,-29.95,Upgrade
Dividends Paid,-107.53,-99.35,-28.17,-35.59,-47.16,-18.95,0,0,0,0,Upgrade
Share Issuance / Repurchase,-187.33,-69.9,-21.97,-50.58,-70.9,-23.78,-66.3,-131.07,-5.4,-71.46,Upgrade
Debt Issued / Paid,0,-70,-49.98,175.03,-364.98,-178.9,-54.63,43.05,-38.7,-7.91,Upgrade
Other Financing Activities,44.8,16.13,12.56,15.81,6.28,-11.5,9.37,-100.94,-7.92,85.17,Upgrade
Financing Cash Flow,-250.06,-223.12,-87.56,104.66,-476.77,-233.12,-111.56,-188.96,-52.02,5.8,Upgrade
Net Cash Flow,-605.34,463.03,257.92,199.65,16.57,-36.58,-200.56,174.04,-107.82,18.31,Upgrade
Free Cash Flow,-255.51,686.51,762.18,61.28,493.99,195.01,-14.24,373.61,-57.46,36.69,Upgrade
Free Cash Flow Growth,-,-9.93%,1143.73%,-87.59%,153.32%,-,-,-,-,-,Upgrade
Free Cash Flow Margin,-17.92%,33.80%,61.56%,7.34%,66.67%,23.68%,-1.91%,55.52%,-8.86%,6.99%,Upgrade
Free Cash Flow Per Share,-18.27,48.13,55.31,4.52,37.33,15.23,-1.12,26.00,-3.84,2.44,Upgrade
