Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Net Income,-58.51,1.86,27.58,26.58,17.73,-6.89,29.02,65.86,62.67,65.46,Upgrade
Depreciation & Amortization,8.01,5.55,8.75,8.94,11,9.59,5.41,5.25,4.96,2.1,Upgrade
Share-Based Compensation,15.11,13.75,8.13,6.46,4.63,4.52,4.2,5.21,8.11,5.37,Upgrade
Other Operating Activities,35.38,75.34,32.85,12.07,-4.76,9.41,49.65,-31.04,13,-17.56,Upgrade
Operating Cash Flow,-0.01,96.5,77.31,54.05,28.6,16.64,88.28,45.28,88.73,55.47,Upgrade
Operating Cash Flow Growth,-,24.82%,43.04%,89.01%,71.90%,-81.16%,94.95%,-48.97%,59.95%,-47.80%,Upgrade
Capital Expenditures,8.16,-3.32,37.56,-2.89,-2.19,-2.34,9.34,-0.84,-0.45,-3.43,Upgrade
Acquisitions,0.35,0.62,0,0,0,0,-11.74,-0.44,-4.5,0,Upgrade
Change in Investments,-439.25,39.55,105.65,53.35,-15.78,-77.6,-46.62,-79.1,-13.7,-86.61,Upgrade
Other Investing Activities,-3.8,-,-,-,0.29,-0.22,-,-,-,-,Upgrade
Investing Cash Flow,-434.54,36.85,143.22,50.46,-17.68,-80.16,-49.03,-80.37,-18.65,-90.04,Upgrade
Dividends Paid,-15.23,-14.07,-12.69,-13.01,-11.32,-13.91,-12.44,-12.43,-12.36,-10.9,Upgrade
Share Issuance / Repurchase,-88.31,-1.31,-6.65,-19.99,-21.17,-45.8,-20.34,-2.14,-38.87,-30.89,Upgrade
Debt Issued / Paid,150.45,-11.77,2.33,-82.03,4.77,97.66,7.3,0,-0.23,138.48,Upgrade
Other Financing Activities,-5.84,91.45,0.31,0.31,0.43,1.07,-0.68,3.04,2.73,1.06,Upgrade
Financing Cash Flow,41.07,64.3,-16.71,-114.72,-27.29,39.03,-26.16,-11.53,-48.73,97.75,Upgrade
Net Cash Flow,-393.58,197.6,203.82,-10.24,-16.54,-24.44,13.09,-46.68,21.32,63.18,Upgrade
Free Cash Flow,8.15,93.19,114.87,51.16,26.41,14.3,97.61,44.44,88.28,52.04,Upgrade
Free Cash Flow Growth,-91.26%,-18.88%,124.54%,93.73%,84.74%,-85.35%,119.63%,-49.66%,69.63%,-50.47%,Upgrade
Free Cash Flow Margin,1.63%,22.84%,37.00%,21.10%,11.42%,5.85%,36.91%,15.54%,33.17%,21.59%,Upgrade
Free Cash Flow Per Share,0.93,9.09,14.39,6.38,2.88,1.46,9.58,4.08,8.03,4.53,Upgrade
