Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Net Income,-21,26.03,31.57,-12.5,-9.57,3.39,-1.04,-18.63,15.03,17.22,Upgrade
Depreciation & Amortization,0,0,0,-0.17,0,0,0,0,0,0,Upgrade
Share-Based Compensation,0,0,0,0.26,0.55,1.13,1.54,1.57,1.12,0.53,Upgrade
Other Operating Activities,-12.1,35.12,90.1,-3.66,33.18,84.59,51.03,54.26,-22.83,-123.73,Upgrade
Operating Cash Flow,-33.1,61.15,121.68,-16.06,24.15,89.11,51.54,37.19,-6.67,-105.98,Upgrade
Operating Cash Flow Growth,-,-49.74%,-,-,-72.89%,72.90%,38.56%,-,-,-,Upgrade
Dividends Paid,-23.55,-19.65,-10.55,-11.74,-14.67,-17.41,-21.43,-31.02,-33.31,-33.52,Upgrade
Share Issuance / Repurchase,-3.45,2.19,-0.29,0,0,0,0,0,23.77,50.4,Upgrade
Debt Issued / Paid,24.89,-57.71,-32.61,23.97,-2.1,-79.27,-27.16,-19.37,29.24,95.87,Upgrade
Other Financing Activities,-,-0.55,-0.43,-0.39,-0.09,-0.22,-0.25,-0.22,-15.25,-4.08,Upgrade
Financing Cash Flow,-2.11,-75.71,-43.88,11.84,-16.86,-96.91,-48.84,-50.6,4.46,108.68,Upgrade
Net Cash Flow,-35.21,-14.56,77.8,-4.22,7.29,-7.8,2.7,-13.41,-2.21,2.69,Upgrade
Free Cash Flow,-33.1,61.15,121.68,-16.06,24.15,89.11,51.54,37.19,-6.67,-105.98,Upgrade
Free Cash Flow Growth,-,-49.74%,-,-,-72.89%,72.90%,38.56%,-,-,-,Upgrade
Free Cash Flow Margin,-47.55%,76.35%,284.53%,-60.63%,89.17%,315.27%,142.37%,81.70%,-16.18%,-270.48%,Upgrade
Free Cash Flow Per Share,-3.44,7.16,24.34,-4.27,6.47,23.93,13.87,10.06,-1.95,-32.83,Upgrade
