Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Net Income,6.16,5.09,-3.82,-2.82,3.2,4.15,1.93,2.14,15.71,-7.29,Upgrade
Depreciation & Amortization,1.37,1.57,1.58,1.68,1.54,1.27,1.21,1.04,1.09,1.22,Upgrade
Share-Based Compensation,0.09,0.15,0.16,0.21,0.22,0.15,0.16,0.46,0.28,0.13,Upgrade
Other Operating Activities,-0.58,0.78,8.36,-10.99,0.32,1.73,1.23,2.03,5.42,1.25,Upgrade
Operating Cash Flow,7.04,7.6,6.28,-11.92,5.27,7.29,4.53,5.67,22.49,-4.7,Upgrade
Operating Cash Flow Growth,-7.37%,20.94%,-,-,-27.68%,61.10%,-20.24%,-74.77%,-,-,Upgrade
Capital Expenditures,-0.41,1.03,-0.07,-0.55,-1.14,-3.06,-3.53,-6.24,-8.38,-8.28,Upgrade
Acquisitions,0,0,0,0.5,-5.57,0,0,0,0,0,Upgrade
Change in Investments,-121.64,-56.24,82.99,-41.73,-20.17,-137.79,-95.58,-3.25,-51.28,43.99,Upgrade
Other Investing Activities,-,-,-,-,-,-,-,-,-0.26,-0.08,Upgrade
Investing Cash Flow,-122.05,-55.21,82.92,-41.78,-26.88,-140.85,-99.11,-9.48,-59.92,35.63,Upgrade
Dividends Paid,0,0,0,-0.16,-0.15,-0.08,0,0,0,0,Upgrade
Share Issuance / Repurchase,0,0,0,0,0,-0,-1.02,0,0,0,Upgrade
Debt Issued / Paid,-5.42,-2.89,-10.09,0.56,-20.19,-18.04,17.83,11.94,63,0,Upgrade
Other Financing Activities,111.88,62.91,-83.88,26.25,59.66,108.12,84.66,4.01,12.83,-67.08,Upgrade
Financing Cash Flow,106.46,60.02,-93.97,26.66,39.32,90,101.47,15.95,75.83,-67.08,Upgrade
Net Cash Flow,-8.55,12.41,-4.77,-27.03,17.71,-43.56,6.89,12.14,38.39,-36.15,Upgrade
Free Cash Flow,6.62,8.63,6.21,-12.47,4.13,4.23,1,-0.56,14.1,-12.97,Upgrade
Free Cash Flow Growth,-23.27%,38.95%,-,-,-2.36%,324.70%,-,-,-,-,Upgrade
Free Cash Flow Margin,18.93%,28.59%,25.92%,-54.35%,14.58%,15.00%,4.63%,-2.52%,73.34%,-71.07%,Upgrade
Free Cash Flow Per Share,1.67,2.19,1.58,-3.18,1.06,1.09,0.25,-0.14,3.60,-3.35,Upgrade
