Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,47.17,47.18,27.55,28.9,20.93,15.55,14.76,13.47,9.88,9.72,Upgrade
Depreciation & Amortization,5.92,5.42,5.55,5.07,4.58,3.89,3.54,3.24,2.19,1.57,Upgrade
Share-Based Compensation,0.7,0.55,0.43,0.37,0.23,0.51,0.39,0.34,0.23,0.2,Upgrade
Other Operating Activities,13.56,-1.39,6.77,4.25,4.91,5.66,-1.1,2.67,0.85,3.42,Upgrade
Operating Cash Flow,67.34,51.76,40.3,38.6,30.64,25.62,17.67,19.92,13.34,15.25,Upgrade
Operating Cash Flow Growth,30.10%,28.44%,4.40%,25.97%,19.62%,45.00%,-11.30%,49.29%,-12.53%,107.50%,Upgrade
Capital Expenditures,-3.69,-2.28,-3.96,-7.66,-0.17,-3.02,-9.8,-7.46,-4.83,-7.42,Upgrade
Acquisitions,48.77,0,-9.08,-8.38,-1.5,-1.74,0,3.22,-5.59,0,Upgrade
Change in Investments,-350.43,-102.44,-260.96,-99.81,-108.18,-120.04,-92.73,-22.85,-76.04,-78.07,Upgrade
Other Investing Activities,1.42,2.8,1.63,2.86,1.37,1.68,2.21,0.79,0.94,2.18,Upgrade
Investing Cash Flow,-303.93,-101.92,-272.36,-112.99,-108.48,-123.12,-100.32,-26.3,-85.51,-83.31,Upgrade
Dividends Paid,-7.19,-5.6,-5.51,-4.76,-3.83,-2.98,-2.68,-2.52,-2.12,-1.98,Upgrade
Share Issuance / Repurchase,-5.84,-8.34,-5.71,-1.17,0.17,24.21,0.1,0.33,0.52,0.1,Upgrade
Debt Issued / Paid,-29.3,-12.55,17.63,-53.82,20.86,-83.77,45.5,-34.63,55.07,2.15,Upgrade
Other Financing Activities,242.14,145.99,244.5,143.22,56.18,168.28,45.5,45.04,20.83,47.15,Upgrade
Financing Cash Flow,199.8,119.5,250.9,83.47,73.38,105.73,88.43,8.22,74.31,47.43,Upgrade
Net Cash Flow,-36.78,69.35,18.85,9.07,-4.46,8.23,5.78,1.84,2.14,-20.63,Upgrade
Free Cash Flow,63.65,49.49,36.35,30.94,30.48,22.6,7.86,12.46,8.51,7.83,Upgrade
Free Cash Flow Growth,28.63%,36.15%,17.48%,1.51%,34.86%,187.37%,-36.87%,46.37%,8.64%,150.73%,Upgrade
Free Cash Flow Margin,51.63%,43.50%,40.89%,36.90%,42.50%,37.75%,14.50%,23.95%,22.71%,24.83%,Upgrade
Free Cash Flow Per Share,6.84,5.54,3.98,3.32,3.39,3.03,1.06,1.68,1.28,1.20,Upgrade
