Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,122.03,86.51,80.41,80.39,71.56,50.03,58.85,58.75,60.65,67.18,Upgrade
Depreciation & Amortization,16.57,16.62,22.65,20.63,24.4,26.08,19.94,16.4,15.5,18.02,Upgrade
Share-Based Compensation,1.31,1.42,1.88,1.74,1.99,1.82,1.1,2.56,1.77,1.7,Upgrade
Other Operating Activities,-26.21,-15.81,2.81,-22.06,-1.33,2.82,-2.26,-7.31,4.4,-1.57,Upgrade
Operating Cash Flow,113.7,88.74,107.74,80.7,96.63,80.75,77.64,70.4,82.31,85.32,Upgrade
Operating Cash Flow Growth,28.14%,-17.64%,33.51%,-16.48%,19.66%,4.01%,10.27%,-14.47%,-3.52%,-28.59%,Upgrade
Capital Expenditures,-0.81,-1.32,1.62,-3.99,-2.68,-2.72,-1.82,-4.47,-3.79,-1.69,Upgrade
Change in Investments,-633.52,-304.76,-750.66,-19.88,-253.21,-72,-202.73,-99.56,-306.39,25.2,Upgrade
Other Investing Activities,3.04,-,0.11,1.58,2.33,1.46,7.29,1.77,14.92,27.42,Upgrade
Investing Cash Flow,-631.29,-306.08,-748.92,-22.3,-253.56,-73.26,-197.26,-102.26,-295.26,50.92,Upgrade
Dividends Paid,-45.18,-44.3,-44.29,-43.94,-42.64,-41.3,-39.92,-39.12,-39.76,-40.1,Upgrade
Share Issuance / Repurchase,2.04,2.79,-13.66,13.21,12.85,24.27,18.61,-9.89,-39.76,-35.82,Upgrade
Debt Issued / Paid,-88.45,43.7,71.62,-20.32,-7.22,-0.61,6.05,-56.76,16.74,-11.02,Upgrade
Other Financing Activities,-188.67,725.98,875.36,-54.22,39.23,122.87,164.12,189.84,184.54,-68.66,Upgrade
Financing Cash Flow,-320.27,728.16,889.03,-105.27,2.22,105.24,148.85,84.07,121.76,-155.59,Upgrade
Net Cash Flow,-837.85,510.81,247.85,-46.86,-154.72,112.73,29.23,52.21,-91.19,-19.35,Upgrade
Free Cash Flow,112.89,87.41,109.36,76.71,93.95,78.03,75.82,65.93,78.52,83.62,Upgrade
Free Cash Flow Growth,29.15%,-20.07%,42.57%,-18.35%,20.40%,2.92%,15.00%,-16.03%,-6.10%,-27.05%,Upgrade
Free Cash Flow Margin,42.61%,40.69%,53.25%,37.56%,47.47%,40.03%,41.30%,36.23%,42.27%,42.08%,Upgrade
Free Cash Flow Per Share,4.20,3.25,4.06,2.85,3.53,2.97,2.96,2.58,3.01,2.90,Upgrade
