Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,496.05,475.54,120.63,186.48,178.87,87.55,101.28,99.47,74.36,47.87,Upgrade
Depreciation & Amortization,64.59,63.14,46.37,33.12,35.7,28.7,21.58,21.47,21.18,17.5,Upgrade
Share-Based Compensation,35.64,25.72,23.32,8.84,8.78,6.93,6.22,5.8,3.91,3.32,Upgrade
Other Operating Activities,"1,134.62",-148.71,346.63,-47.42,60.36,74.7,8.93,60.12,18.12,172.37,Upgrade
Operating Cash Flow,"1,730.89",415.69,536.94,181.03,283.71,197.89,138.01,186.87,118.65,242.41,Upgrade
Operating Cash Flow Growth,316.39%,-22.58%,196.61%,-36.19%,43.37%,43.39%,-26.15%,57.50%,-51.05%,42.15%,Upgrade
Capital Expenditures,9.18,22.71,9.36,-7.34,-0.45,-15.15,-25.74,-15.19,-12.19,-13.69,Upgrade
Acquisitions,250.12,-39.93,"2,566.38",0,0,185.16,0,403.55,0,173.5,Upgrade
Change in Investments,"-5,056.16","-2,110.58","-1,377.39",-791.63,-285,-253.1,-689.96,-529.3,-64.77,186.23,Upgrade
Other Investing Activities,-63.53,-191.46,31.43,3.91,3.3,22.18,24.78,37.92,67.46,72.38,Upgrade
Investing Cash Flow,"-4,860.4","-2,319.26","1,229.78",-795.05,-282.15,-60.9,-690.92,-103.02,-9.5,418.42,Upgrade
Dividends Paid,-146.66,-135.34,-98.26,-57.7,-50.56,-38.62,-29.29,-23.71,-19.79,-15.27,Upgrade
Share Issuance / Repurchase,-114.89,-142.13,-29.21,-156.81,-68.21,-2.49,-2.85,-3.61,0.62,1.73,Upgrade
Debt Issued / Paid,-237.82,-74.31,-620.72,578.09,33.79,-318.74,25.53,20.29,8.95,-282.66,Upgrade
Other Financing Activities,"-1,780.13","4,367.66","2,902.02",530.16,114.78,226.05,238.17,201.1,-160.53,-266.03,Upgrade
Financing Cash Flow,"-2,279.51","4,015.89","2,153.83",893.75,29.79,-133.81,231.56,194.07,-170.74,-562.23,Upgrade
Net Cash Flow,"-5,409.01","2,112.32","3,920.55",279.72,31.36,3.18,-321.35,277.93,-61.59,98.6,Upgrade
Free Cash Flow,"1,740.07",438.4,546.3,173.69,283.26,182.74,112.28,171.68,106.46,228.72,Upgrade
Free Cash Flow Growth,296.92%,-19.75%,214.52%,-38.68%,55.01%,62.76%,-34.60%,61.26%,-53.45%,41.01%,Upgrade
Free Cash Flow Margin,111.32%,28.23%,60.59%,27.35%,43.90%,34.02%,25.56%,39.24%,25.69%,70.33%,Upgrade
Free Cash Flow Per Share,23.34,6.23,9.98,5.03,7.75,6.16,4.68,7.16,4.46,11.51,Upgrade
