Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,23.9,67.02,39.42,31.46,21.89,25.71,19.52,12.53,9.65,14.71,Upgrade
Depreciation & Amortization,2.3,1.89,1.76,1.76,1.66,1.44,1.31,1.11,0.83,1.18,Upgrade
Share-Based Compensation,0.36,0.3,0.23,0.26,0.33,0.22,0.13,0.14,0.12,0.08,Upgrade
Other Operating Activities,9.64,-17.28,-7.31,-12.57,0.51,-7.47,1.61,3.14,-0.92,-0.66,Upgrade
Operating Cash Flow,36.2,51.93,34.1,20.92,24.39,19.89,22.57,16.92,9.68,15.3,Upgrade
Operating Cash Flow Growth,-30.28%,52.31%,63.01%,-14.23%,22.59%,-11.85%,33.40%,74.69%,-36.72%,76.21%,Upgrade
Capital Expenditures,-5.66,0.21,-3.12,-1.19,-1.8,-2.83,-2.37,-2.67,-1.99,-1.4,Upgrade
Acquisitions,-4.93,0,0,0,0,-0.18,-8.32,0,0,0,Upgrade
Change in Investments,-18.19,7.9,-11.51,5.67,-1.01,-17.3,1.83,-2.11,-13.7,-7.19,Upgrade
Other Investing Activities,0.03,0.96,0.02,0,0.01,0.02,0.01,0.08,0.04,0.04,Upgrade
Investing Cash Flow,-28.75,9.07,-14.6,4.49,-2.81,-20.29,-8.84,-4.7,-15.65,-8.55,Upgrade
Dividends Paid,-9.18,-37.55,-31.72,-18.13,-23.02,-7.07,-1.37,-0.79,-0.65,-0.66,Upgrade
Share Issuance / Repurchase,-0.13,0,-0.01,-0.02,-0.03,-0.25,-6.22,-5.43,-1.03,-4.26,Upgrade
Other Financing Activities,-0,-0,0,-,-0.05,-,-,-0.04,-0.15,0.99,Upgrade
Financing Cash Flow,-9.32,-37.55,-31.72,-18.15,-23.1,-7.32,-7.59,-6.25,-1.83,-3.93,Upgrade
Net Cash Flow,-1.86,23.45,-12.23,7.26,0,0,6.14,5.96,-7.8,2.82,Upgrade
Free Cash Flow,30.55,52.14,30.98,19.73,22.59,17.06,20.2,14.25,7.69,13.9,Upgrade
Free Cash Flow Growth,-41.41%,68.30%,57.00%,-12.64%,32.39%,-15.55%,41.78%,85.27%,-44.69%,69.93%,Upgrade
Free Cash Flow Margin,10.78%,15.82%,13.10%,10.75%,14.45%,10.56%,14.59%,11.20%,6.25%,11.01%,Upgrade
Free Cash Flow Per Share,16.10,27.53,16.37,10.45,11.97,9.05,10.59,7.18,3.79,6.76,Upgrade
