Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,85.03,89.26,77.59,81.72,82.31,52.49,59.34,58.42,52.04,50.86,Upgrade
Depreciation & Amortization,11.56,11.57,11.68,11.72,11.33,10.2,8.92,8.48,7.81,7.9,Upgrade
Share-Based Compensation,4.71,5.75,4.85,5.18,4.16,4.59,3.7,2.26,1.74,1.38,Upgrade
Other Operating Activities,2.05,14.59,7.27,3,9.48,18.78,18.9,13.64,16.01,23.57,Upgrade
Operating Cash Flow,103.34,121.18,101.39,101.62,107.27,86.07,90.86,82.8,77.6,83.71,Upgrade
Operating Cash Flow Growth,-14.72%,19.52%,-0.22%,-5.27%,24.63%,-5.28%,9.73%,6.71%,-7.30%,35.50%,Upgrade
Capital Expenditures,-7.95,-4.65,-4.53,-5.57,-14.77,-35.13,-16.17,-6.26,-8.84,-6.42,Upgrade
Acquisitions,11.41,0,0,-0.44,0,0,0,0,-0.42,0,Upgrade
Change in Investments,-13.58,-578.84,-640.13,133.41,-129.05,-394.39,-557.44,-445.88,-299.41,-267.58,Upgrade
Other Investing Activities,1.68,0.19,0.94,6.58,0.22,2.58,0.12,-0.79,-2.09,-4.38,Upgrade
Investing Cash Flow,-8.44,-583.29,-643.72,133.99,-143.6,-426.95,-573.49,-452.92,-310.76,-278.38,Upgrade
Dividends Paid,-33.57,-32.42,-31.36,-30.64,-29.63,-27.63,-26.6,-25.41,-23.98,-22.46,Upgrade
Share Issuance / Repurchase,-15.97,-24.57,-7.84,-30.86,-2.99,2.23,1.23,-2.07,-0.85,8.73,Upgrade
Debt Issued / Paid,156.79,-158.14,-391.73,-439.47,11,171.88,281.48,170.73,5.79,169.93,Upgrade
Other Financing Activities,-187.42,351.89,"1,223.74",322.96,54.05,214.75,232.23,229.06,225.39,2.43,Upgrade
Financing Cash Flow,-80.17,136.76,792.81,-178.01,32.42,361.24,488.33,372.31,206.34,158.63,Upgrade
Net Cash Flow,14.73,-325.36,250.48,57.59,-3.91,20.35,5.7,2.19,-26.81,-36.05,Upgrade
Free Cash Flow,95.4,116.53,96.86,96.05,92.5,50.93,74.69,76.55,68.76,77.29,Upgrade
Free Cash Flow Growth,-18.14%,20.31%,0.84%,3.84%,81.61%,-31.81%,-2.43%,11.33%,-11.04%,41.13%,Upgrade
Free Cash Flow Margin,31.23%,38.22%,34.35%,33.74%,32.42%,19.12%,30.47%,32.25%,29.60%,34.37%,Upgrade
Free Cash Flow Per Share,6.59,7.95,6.49,6.43,6.05,3.35,4.96,5.14,4.66,5.25,Upgrade
