Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Net Income,"6,049","6,271","3,668","4,985","5,178","4,647","4,237","3,531","3,131","3,253",Upgrade
Depreciation & Amortization,"1,047","1,017","1,311",838,657,542,462,435,813,354,Upgrade
Share-Based Compensation,24,19,14,16,31,7,5,5,7,5,Upgrade
Other Operating Activities,"15,424","-10,797","55,652","13,136","3,912","-2,791","5,469","15,467","-20,609","1,475",Upgrade
Operating Cash Flow,"22,715","-3,332","60,767","19,086","9,867","2,457","10,211","19,483","-16,571","5,186",Upgrade
Operating Cash Flow Growth,-,-,218.39%,93.43%,301.59%,-75.94%,-47.59%,-,-,220.12%,Upgrade
Capital Expenditures,"-1,109",-839,-781,-723,-255,201,-170,-256,-251,-248,Upgrade
Acquisitions,"-3,085",0,0,-25,-315,"-2,517",0,0,"3,421",49,Upgrade
Change in Investments,"-20,197","-2,667","-19,099","-17,592","-7,417",351,"-7,213","-16,245","15,618","-2,807",Upgrade
Investing Cash Flow,"-24,391","-3,506","-19,880","-18,340","-7,987","-1,965","-7,383","-16,501","18,788","-3,006",Upgrade
Dividends Paid,"-2,972","-2,649","-2,571","-2,406","-2,109","-1,425","-1,753","-1,753","-1,654","-1,622",Upgrade
Share Issuance / Repurchase,95,269,-57,49,-225,187,-169,18,-235,-447,Upgrade
Debt Issued / Paid,672,-313,660,499,896,-55,-514,"-1,130",736,-561,Upgrade
Other Financing Activities,595,748,747,568,445,792,-,-38,-680,-,Upgrade
Financing Cash Flow,"-1,610","-1,945","-1,221","-1,290",-993,-501,"-2,436","-2,903","-1,833","-2,630",Upgrade
Net Cash Flow,"-3,038","-8,958","39,691",-540,940,-60,447,359,483,-402,Upgrade
Free Cash Flow,"21,606","-4,171","59,986","18,363","9,612","2,658","10,041","19,227","-16,822","4,938",Upgrade
Free Cash Flow Growth,-,-,226.67%,91.04%,261.63%,-73.53%,-47.78%,-,-,276.66%,Upgrade
Free Cash Flow Margin,98.96%,-20.84%,320.08%,98.67%,53.90%,16.33%,66.78%,138.76%,-125.88%,38.87%,Upgrade
Free Cash Flow Per Share,23.88,-4.67,67.35,20.73,10.94,3.35,12.64,24.21,-21.07,6.10,Upgrade
