Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Net Income,8.31,12.45,8.55,4.48,2.92,-3.59,12.78,6.59,-2.47,-4.89,Upgrade
Depreciation & Amortization,0.55,0.58,0.59,0.64,0.72,0.74,0.77,0.84,0.68,1.31,Upgrade
Share-Based Compensation,0.38,0.33,0.24,0.41,0.2,0.14,0.21,0.26,0.13,0.01,Upgrade
Other Operating Activities,1.04,29.17,-16.52,-5.39,3.13,10.46,-13.18,-4.1,2.48,20.84,Upgrade
Operating Cash Flow,10.27,42.53,-7.14,0.15,7.09,8.24,1.31,-2.35,2.25,18.16,Upgrade
Operating Cash Flow Growth,-75.86%,-,-,-97.95%,-13.99%,528.20%,-,-,-87.60%,-,Upgrade
Capital Expenditures,-0.47,-0.64,-0.33,-0.23,-0.2,-0.97,-0.91,-1.08,-2.57,1.58,Upgrade
Acquisitions,0,0,0.52,0,0,0,7.34,0,0,0,Upgrade
Change in Investments,-65.59,-22.25,-121.25,-16.97,-40.12,-37.07,-28.05,-12.49,24.4,23.49,Upgrade
Other Investing Activities,-,-4.41,-,-,-,-,0.45,-,-,-,Upgrade
Investing Cash Flow,-66.06,-27.3,-121.07,-17.2,-40.32,-38.03,-21.18,-13.57,21.83,25.07,Upgrade
Dividends Paid,-0.86,-0.21,0,0,0,0,0,0,0,0,Upgrade
Share Issuance / Repurchase,0.02,0,0,0,0,0,0,8.89,-0.01,1.68,Upgrade
Debt Issued / Paid,20,-41.53,6.52,13.32,12.68,11.4,-4.03,-10.79,-3.41,-12.14,Upgrade
Other Financing Activities,-39.31,75.67,145.17,4.16,22.28,24.4,18.43,-14.01,-11.77,-45.7,Upgrade
Financing Cash Flow,-20.14,33.93,151.69,17.48,34.96,35.81,14.4,-15.92,-15.19,-56.15,Upgrade
Net Cash Flow,-75.94,49.17,23.48,0.42,1.73,6.01,-5.47,-31.84,8.89,-12.92,Upgrade
Free Cash Flow,9.8,41.9,-7.47,-0.08,6.89,7.28,0.4,-3.43,-0.32,19.73,Upgrade
Free Cash Flow Growth,-76.62%,-,-,-,-5.28%,1719.00%,-,-,-,-,Upgrade
Free Cash Flow Margin,30.04%,109.28%,-22.85%,-0.31%,29.51%,34.39%,1.65%,-13.89%,-1.53%,75.12%,Upgrade
Free Cash Flow Per Share,6.64,28.43,-5.09,-0.06,4.81,5.08,0.28,-2.42,-0.95,74.26,Upgrade
