Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1988
Net Income,37.52,67.46,50.77,38.93,30.4,25.76,23.42,19.35,22.26,13.37,Upgrade
Depreciation & Amortization,0.49,0.54,0.7,0.65,0.64,0.65,0.73,0.77,0.77,0.66,Upgrade
Share-Based Compensation,0.02,0.04,0.08,0.16,0.11,0.18,0.16,0.11,0.28,0,Upgrade
Other Operating Activities,17.82,-9.03,-5.96,-6.57,4.72,0.86,0.83,0,-5.17,1.89,Upgrade
Operating Cash Flow,55.85,59.01,45.59,33.17,35.87,27.44,25.14,20.22,18.15,15.92,Upgrade
Operating Cash Flow Growth,-5.35%,29.43%,37.46%,-7.53%,30.71%,9.17%,24.29%,11.41%,14.01%,16.48%,Upgrade
Capital Expenditures,-2.53,-1.6,-1.53,-0.65,-1.12,-0.26,-0.1,-0.65,-0.13,-2.34,Upgrade
Change in Investments,-21.46,-23.44,-29.82,-10.69,-19.91,-4.67,-35.42,-41.86,-38.69,-73.9,Upgrade
Other Investing Activities,-661.29,-502.3,-249.09,-208.15,-166.04,-231.15,-147.45,-90.36,-77.95,-61.33,Upgrade
Investing Cash Flow,-685.28,-527.34,-280.43,-219.49,-187.08,-236.07,-182.97,-132.87,-116.76,-137.57,Upgrade
Dividends Paid,-6.58,-5.78,-4.94,-4.35,-3.69,-3.45,-3.24,-4.56,-2.92,-2.81,Upgrade
Other Financing Activities,726.88,511.28,221.61,146.84,95.65,244.38,222.99,201,175.9,139.97,Upgrade
Financing Cash Flow,720.3,505.51,216.68,142.49,91.96,240.93,219.75,196.44,172.99,137.17,Upgrade
Net Cash Flow,90.87,37.18,-18.16,-43.83,-59.25,32.3,61.92,83.79,74.38,15.51,Upgrade
Free Cash Flow,53.33,57.41,44.06,32.52,34.74,27.19,25.04,19.57,18.03,13.58,Upgrade
Free Cash Flow Growth,-7.11%,30.29%,35.49%,-6.40%,27.81%,8.57%,27.91%,8.59%,32.69%,43.47%,Upgrade
Free Cash Flow Margin,62.43%,49.73%,46.79%,42.94%,54.25%,41.69%,41.65%,37.33%,33.27%,33.53%,Upgrade
Free Cash Flow Per Share,-,26.81,20.62,15.24,16.29,12.74,11.75,9.19,8.47,6.38,Upgrade
