Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Net Income,15.67,18.63,8.35,12.71,12.43,9.46,6.42,6.87,7.18,7.03,Upgrade
Depreciation & Amortization,2.02,2.42,2.31,2.38,1.91,2.08,1.07,1.01,1.05,0.89,Upgrade
Share-Based Compensation,0.31,0.48,0.14,0.64,0.47,0.03,0.03,0.02,0.01,0,Upgrade
Other Operating Activities,0.36,-6.1,4.28,-2.27,-0.53,2.35,0.29,-0.71,-0.78,1.98,Upgrade
Operating Cash Flow,18.36,15.42,15.08,13.46,14.28,13.92,7.8,7.18,7.46,9.9,Upgrade
Operating Cash Flow Growth,19.06%,2.25%,12.06%,-5.76%,2.59%,78.44%,8.62%,-3.71%,-24.63%,-3.74%,Upgrade
Capital Expenditures,-0.72,-0.61,-1.05,-1.9,-2.1,-1.2,-2.17,-0.51,-0.9,-1.83,Upgrade
Acquisitions,18.41,0,0,0,0,5.43,0,0,0,0,Upgrade
Change in Investments,-26.34,70.57,-134.98,1.81,-74.61,-101.68,-46,-56.7,-26.65,-5.15,Upgrade
Other Investing Activities,-,0.93,0.71,0.36,0.16,2.2,2.18,-2.24,0.83,0.88,Upgrade
Investing Cash Flow,-8.65,70.89,-135.33,0.28,-76.54,-95.25,-45.98,-59.45,-26.72,-6.1,Upgrade
Dividends Paid,-5.49,-4.24,-3.83,-3.69,-3.78,-3.36,-2.32,-2.15,-2.12,-2.1,Upgrade
Share Issuance / Repurchase,-6.12,-12.2,-1.18,-1.85,0.79,15.89,11.72,-6.14,0.54,0.73,Upgrade
Debt Issued / Paid,64.77,-4.2,-1.8,-85.75,-4.57,25.98,32.03,20.33,3.01,2.91,Upgrade
Other Financing Activities,-128.55,-58.59,204.36,4.73,137.87,50.22,5.49,38.34,17.28,-24.5,Upgrade
Financing Cash Flow,-75.39,-79.23,197.55,-86.56,130.31,88.72,46.92,50.37,18.71,-22.95,Upgrade
Net Cash Flow,-65.69,7.08,77.3,-72.82,68.05,7.39,8.75,-1.89,-0.55,-19.15,Upgrade
Free Cash Flow,17.64,14.82,14.03,11.56,12.18,12.72,5.64,6.68,6.56,8.06,Upgrade
Free Cash Flow Growth,19.07%,5.59%,21.36%,-5.07%,-4.24%,125.71%,-15.58%,1.80%,-18.68%,-13.16%,Upgrade
Free Cash Flow Margin,30.99%,27.09%,35.49%,25.50%,28.11%,30.90%,19.30%,23.42%,24.27%,31.16%,Upgrade
Free Cash Flow Per Share,3.06,2.48,2.20,1.80,1.88,1.98,1.25,1.78,1.60,1.99,Upgrade
