Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Net Income,110.51,109.51,84.37,56.24,42.96,27.58,23.3,13.38,8.39,7.85,Upgrade
Depreciation & Amortization,5.95,4.9,5.1,5.31,4.79,3.33,2.28,1.53,1.23,1.04,Upgrade
Share-Based Compensation,3.47,2.76,2.08,1.63,2.64,1.84,0.9,0.61,0.45,0.58,Upgrade
Other Operating Activities,-18.87,-20.23,-24.1,-2.75,0.59,5.12,-6.71,-1.65,-0.72,-1.5,Upgrade
Operating Cash Flow,101.05,96.94,67.44,60.44,50.98,37.87,19.77,13.87,9.36,7.97,Upgrade
Operating Cash Flow Growth,4.25%,43.73%,11.59%,18.55%,34.61%,91.56%,42.55%,48.25%,17.44%,-5.46%,Upgrade
Capital Expenditures,-4.58,-3.21,-2.86,-2.23,-2.71,-2.24,-5.94,-1.75,-0.17,-1.91,Upgrade
Acquisitions,0,"1,145.34",0,0,47.58,91.02,0,38.08,0,0,Upgrade
Change in Investments,"-3,245.85","-1,222.51",-23.04,-428.22,-727.57,-657.8,-999.18,-952.8,-344.34,-211.9,Upgrade
Other Investing Activities,4.15,1,1,3.41,3.15,0.03,4.65,-,4.2,-,Upgrade
Investing Cash Flow,"-3,246.28",-79.37,-24.9,-427.04,-679.55,-568.98,"-1,000.46",-916.47,-340.31,-213.8,Upgrade
Dividends Paid,-24.83,-16.17,-12.5,-8.93,0,0,0,0,0,0,Upgrade
Share Issuance / Repurchase,-4.61,1.04,-1.91,0.31,13.2,28.39,4.27,136.16,0,0,Upgrade
Debt Issued / Paid,"1,159.81",-237.92,-474,35,-49.57,-580,454,513.11,141.82,41.06,Upgrade
Other Financing Activities,"1,549.59",727.54,"1,010.19",338.29,611.86,605.17,904.62,439.38,161.87,158.62,Upgrade
Financing Cash Flow,"2,679.97",474.49,521.77,364.68,575.49,53.56,"1,362.89","1,088.66",303.69,199.68,Upgrade
Net Cash Flow,-465.26,492.05,564.32,-1.93,-53.08,-477.55,382.2,186.06,-27.26,-6.15,Upgrade
Free Cash Flow,96.47,93.73,64.58,58.21,48.27,35.64,13.84,12.12,9.19,6.06,Upgrade
Free Cash Flow Growth,2.93%,45.13%,10.95%,20.59%,35.45%,157.59%,14.19%,31.90%,51.56%,-14.10%,Upgrade
Free Cash Flow Margin,26.33%,31.26%,26.41%,27.84%,25.79%,23.83%,11.59%,14.37%,13.64%,11.41%,Upgrade
Free Cash Flow Per Share,1.71,2.07,1.45,1.30,1.15,1.03,0.43,0.54,0.59,0.41,Upgrade
