Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Net Income,92.04,62.7,63.59,86.05,11.14,82,87.05,103.98,102.37,84.75,Upgrade
Depreciation & Amortization,2.72,3.49,4.34,3.56,2.46,2.42,2.09,1.97,2.49,2.75,Upgrade
Share-Based Compensation,2.16,1.91,1.72,1.78,1.05,0.3,3.06,3.3,2.57,3,Upgrade
Other Operating Activities,"-1,022.28","-1,040.78","1,074.65",-284.58,-292.56,499.3,536.52,159.16,-373.96,-35.94,Upgrade
Operating Cash Flow,-925.37,-972.68,"1,144.3",-193.19,-277.92,584.01,628.71,268.4,-266.54,54.55,Upgrade
Operating Cash Flow Growth,-,-,-,-,-,-7.11%,134.24%,-,-,-43.81%,Upgrade
Capital Expenditures,-1.65,-0.45,-1,-0.53,-0.6,-2.65,-3.97,-0.62,-0.07,-0.48,Upgrade
Acquisitions,0,0,0,0,0,0,0,0,0,-2.14,Upgrade
Change in Investments,-163.94,-445.28,-317.6,32.09,-20.86,16.19,155.27,130.72,-22.44,-604.55,Upgrade
Other Investing Activities,-1.07,-0.35,-1.31,-0.5,-0.06,-3.37,-3.11,-,-0.08,5.55,Upgrade
Investing Cash Flow,-166.66,-446.08,-319.9,31.07,-21.53,10.16,148.18,130.1,-22.59,-601.61,Upgrade
Dividends Paid,-36.14,-38.57,-44.67,-58.88,-61.54,-60.61,-60.14,-59.94,-54.26,-46.03,Upgrade
Share Issuance / Repurchase,0,-60.08,0,0,1.17,4.95,1.58,1.47,0.83,3.68,Upgrade
Debt Issued / Paid,952.39,"1,781.44","-1,196.55",-426.23,"1,342.87","-1,059.78","-1,133.27",34.91,253.18,632.46,Upgrade
Other Financing Activities,-,-,-,-,-,-,-,-,-,95.04,Upgrade
Financing Cash Flow,916.25,"1,682.79","-1,241.22",-485.11,"1,282.5","-1,115.43","-1,191.83",-23.57,199.74,685.15,Upgrade
Net Cash Flow,-20.07,364.99,-313.71,-546.47,"1,087.39",-388.92,-259.58,526,-89.38,138.18,Upgrade
Free Cash Flow,-927.02,-973.13,"1,143.3",-193.72,-278.52,581.35,624.74,267.79,-266.61,54.08,Upgrade
Free Cash Flow Growth,-,-,-,-,-,-6.94%,133.30%,-,-,-42.65%,Upgrade
Free Cash Flow Margin,-556.19%,-933.86%,1153.02%,-152.95%,-218.29%,420.32%,371.92%,154.03%,-159.06%,40.09%,Upgrade
Free Cash Flow Per Share,-25.54,-25.08,28.83,-4.89,-7.04,14.79,15.98,6.88,-6.89,1.41,Upgrade
