Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Net Income,113.13,374.5,447.84,225.29,121.44,132.54,145.89,209.12,105.95,121.02,Upgrade
Depreciation & Amortization,32.63,24.63,21.93,-1.48,-5.27,-13.87,-49.77,-83.36,-83.28,-53.79,Upgrade
Other Operating Activities,"1,043.69",366.5,-189.33,-656.83,273.37,-439.39,-257.1,-91.88,-119.79,325.16,Upgrade
Operating Cash Flow,"1,189.45",765.62,280.44,-433.02,389.54,-320.72,-160.97,35.74,-91.42,396.71,Upgrade
Operating Cash Flow Growth,55.36%,173.01%,-,-,-,-,-,-,-,244.31%,Upgrade
Capital Expenditures,-5.25,-0.4,-16.23,-27.98,-41.88,1.15,31.09,79.65,26.21,-11.83,Upgrade
Acquisitions,0,0,89.23,0,-63.25,0,0,41.1,-17.11,367.3,Upgrade
Change in Investments,-872.05,-552.88,-902.61,-595.63,-193.61,-359.11,-524.65,320.72,250.72,-131.55,Upgrade
Other Investing Activities,-,-,1.94,19.32,9.07,-,-,0.82,-,-,Upgrade
Investing Cash Flow,-877.3,-553.27,-827.67,-604.29,-289.67,-357.96,-493.56,442.29,259.82,223.92,Upgrade
Dividends Paid,-42.96,-38.98,-32.52,-29.63,-26.7,-23.14,-5.8,0,0,0,Upgrade
Share Issuance / Repurchase,-442.34,-123.63,-208.66,-73.39,-58.99,-27.39,4.14,-30.03,0,0,Upgrade
Debt Issued / Paid,66.66,102.2,-603.57,413.02,-120.49,-319.92,549.28,127.94,420.97,-387.43,Upgrade
Other Financing Activities,"-1,290.87","1,540.02","2,102.5",591.64,210.81,851.33,150.61,-719.57,-522.32,-213.63,Upgrade
Financing Cash Flow,"-1,709.51","1,479.61","1,257.74",901.64,4.63,480.88,698.23,-621.66,-101.35,-601.06,Upgrade
Net Cash Flow,"-1,397.36","1,691.96",710.51,-135.68,104.51,-197.8,43.7,-143.63,67.05,19.56,Upgrade
Free Cash Flow,"1,184.19",765.22,264.2,-461,347.66,-319.57,-129.88,115.39,-65.21,384.87,Upgrade
Free Cash Flow Growth,54.75%,189.64%,-,-,-,-,-,-,-,288.04%,Upgrade
Free Cash Flow Margin,92.29%,40.46%,13.09%,-30.84%,26.57%,-19.82%,-7.90%,7.11%,-5.70%,34.70%,Upgrade
Free Cash Flow Per Share,16.81,9.48,2.96,-4.99,3.66,-3.29,-1.32,1.17,-0.73,4.56,Upgrade
