Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Net Income,373.01,373.36,386.16,366.39,324.09,350.26,219.41,189.87,181.41,162.73,Upgrade
Depreciation & Amortization,34.17,29.84,17.7,18.3,12.42,13.55,14.6,11,12.27,10.8,Upgrade
Share-Based Compensation,22.36,16.84,19.03,17.53,17.25,15.27,13.44,14.95,17.98,13.79,Upgrade
Other Operating Activities,328.12,236.92,220.53,83.29,124.31,12.47,46.98,48.43,25.67,0.38,Upgrade
Operating Cash Flow,757.67,656.96,643.42,485.51,478.07,391.54,294.43,264.25,237.33,187.69,Upgrade
Operating Cash Flow Growth,15.33%,2.10%,32.52%,1.56%,22.10%,32.99%,11.42%,11.34%,26.45%,50.96%,Upgrade
Capital Expenditures,-25.81,-24.69,-27.62,-25.44,-13.52,-6.75,-13.67,-7.4,-7.48,-23.82,Upgrade
Acquisitions,3.87,-494.46,0,0,0,0,0,0,3,0,Upgrade
Change in Investments,-178.11,-404.24,-25.91,-176.45,-219.28,-124.55,-34.25,-51.07,-11.16,59.3,Upgrade
Investing Cash Flow,-200.05,-923.38,-53.53,-201.88,-232.8,-131.3,-47.92,-58.47,-15.65,35.48,Upgrade
Dividends Paid,-83.78,-74.64,-64.35,-57.63,-44.14,-35.82,-33.37,-32.81,-26.51,-25.06,Upgrade
Share Issuance / Repurchase,-356.31,-18.75,-231.43,-225.04,-210.15,-150.04,-150.06,-199.95,-147.92,-86.28,Upgrade
Debt Issued / Paid,-12.63,208.01,-0.27,-0.28,0,-0.87,0,0,-0.88,0,Upgrade
Other Financing Activities,-5.14,-6.65,-5.74,-7.19,-6.71,-6.73,-3.97,-7.68,-0.57,-73.6,Upgrade
Financing Cash Flow,-457.85,107.97,-301.79,-290.13,-261,-193.46,-187.39,-240.43,-175.88,-184.94,Upgrade
Net Cash Flow,96.74,-155.07,290.69,-5.26,-17.82,67.99,59.68,-39.7,43.02,36.77,Upgrade
Free Cash Flow,731.86,632.27,615.8,460.08,464.55,384.79,280.76,256.85,229.85,163.87,Upgrade
Free Cash Flow Growth,15.75%,2.68%,33.85%,-0.96%,20.73%,37.05%,9.31%,11.75%,40.26%,44.53%,Upgrade
Free Cash Flow Margin,26.91%,23.33%,27.77%,22.42%,24.45%,22.78%,18.48%,18.29%,17.19%,13.33%,Upgrade
Free Cash Flow Per Share,19.26,15.99,15.37,10.91,10.59,8.44,5.92,5.05,4.21,2.94,Upgrade
