Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Net Income,17.74,31.25,23.29,33.17,33.69,2.43,10.31,9.29,7.48,6.26,Upgrade
Depreciation & Amortization,7.43,8.04,8.19,8.18,7.4,4.63,1.02,1.14,0.98,1.13,Upgrade
Share-Based Compensation,0.4,0.75,1.54,0.43,0.28,0.25,0.26,0.33,0.32,0.28,Upgrade
Other Operating Activities,-25.57,-40.41,-35.62,-5.01,0.07,17.28,6.43,1.46,2.7,-1.83,Upgrade
Operating Cash Flow,0,-0.37,-2.59,36.76,41.44,24.59,18.02,12.22,11.49,5.85,Upgrade
Operating Cash Flow Growth,-,-,-,-11.28%,68.54%,36.42%,47.50%,6.39%,96.46%,-46.06%,Upgrade
Capital Expenditures,-1.01,-2.46,-1.08,-1.1,0.16,-1.39,-0.14,-0.31,-0.9,-0.44,Upgrade
Acquisitions,-4.55,0,0,0,0,24.02,0,0,22.43,0,Upgrade
Change in Investments,-461.52,301.99,133.01,-4.48,-86.28,-85.79,-95.46,-125.23,-110.33,-12.39,Upgrade
Other Investing Activities,467.09,-294.79,-128.78,0.56,-7.58,1.16,0.02,-1.5,-0.96,1.02,Upgrade
Investing Cash Flow,0,4.75,3.16,-5.02,-93.7,-62.01,-95.59,-127.04,-89.76,-11.81,Upgrade
Dividends Paid,0,0,0,-8.69,-7.69,-5.8,-3.92,-6.36,-7.24,-2.9,Upgrade
Share Issuance / Repurchase,0,0,0,0.67,0,0,0,-0.72,0,0,Upgrade
Debt Issued / Paid,0,0,0,-47.54,-169.02,217.09,21,30.34,-10.75,1.13,Upgrade
Other Financing Activities,152.1,296.21,338.87,27.13,232.11,-195.8,77.54,83.58,113.72,-10.62,Upgrade
Financing Cash Flow,152.1,296.21,338.87,-28.43,55.4,15.49,94.62,106.83,95.73,-12.38,Upgrade
Net Cash Flow,-452.31,333.98,164.26,3.32,3.15,-21.93,17.06,-7.98,17.46,-18.34,Upgrade
Free Cash Flow,-1.01,-2.83,-3.68,35.66,41.6,23.2,17.88,11.91,10.59,5.41,Upgrade
Free Cash Flow Growth,-,-,-,-14.28%,79.31%,29.77%,50.10%,12.50%,95.75%,-46.15%,Upgrade
Free Cash Flow Margin,-0.88%,-2.55%,-4.23%,37.68%,42.86%,35.85%,46.78%,31.99%,32.74%,18.92%,Upgrade
Free Cash Flow Per Share,-0.04,-0.12,-0.15,1.48,1.73,0.97,1.46,0.98,0.87,0.47,Upgrade
