Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Net Income,4.02,6.3,-0.78,-1.1,0.8,-0.59,-0.4,-0.16,1.61,-7.08,Upgrade
Depreciation & Amortization,0.57,0.3,0.33,0.26,0.16,0.15,0.16,0.16,0.18,0.2,Upgrade
Share-Based Compensation,0.37,0.2,0.22,0.2,0,0.02,0.17,0.24,0.24,0.05,Upgrade
Other Operating Activities,5.4,-3.03,-1.22,0.08,-0.93,0.99,0.62,0.39,-0.72,3.86,Upgrade
Operating Cash Flow,10.36,3.76,-1.46,-0.56,0.02,0.57,0.55,0.63,1.3,-2.97,Upgrade
Operating Cash Flow Growth,175.31%,-,-,-,-95.79%,3.45%,-12.12%,-51.88%,-,-,Upgrade
Capital Expenditures,-0.32,0.7,-0.2,-0.16,-0.23,-0.09,-0.1,-0.02,-0.13,-0.17,Upgrade
Change in Investments,-229.48,-109.46,-63.25,-25.17,-5.78,17.57,10.26,-7.32,-1.2,-1.64,Upgrade
Other Investing Activities,-,-,0.67,-,-,-,4.2,1.64,4.12,2.94,Upgrade
Investing Cash Flow,-229.8,-108.76,-62.77,-25.33,-6.02,17.48,14.37,-5.7,2.78,1.14,Upgrade
Share Issuance / Repurchase,9.87,3.64,0.54,0,0.53,0.03,0.38,0.03,1.27,0.12,Upgrade
Debt Issued / Paid,-8,-5,10,-12.16,4.66,-3.21,3.47,-2.73,-0.07,-5.11,Upgrade
Other Financing Activities,230.44,110.7,99.39,38.99,-2.87,-20.84,-11.49,6.07,-7.09,-2.92,Upgrade
Financing Cash Flow,232.31,109.34,109.93,26.83,2.31,-24.02,-7.64,3.37,-5.89,-7.9,Upgrade
Net Cash Flow,12.87,4.34,45.7,0.95,-3.68,-5.98,7.28,-1.71,-1.81,-9.73,Upgrade
Free Cash Flow,10.04,4.46,-1.66,-0.72,-0.21,0.48,0.45,0.6,1.17,-3.14,Upgrade
Free Cash Flow Growth,124.92%,-,-,-,-,5.78%,-25.37%,-48.46%,-,-,Upgrade
Free Cash Flow Margin,65.48%,44.61%,-38.88%,-21.16%,-4.30%,13.33%,12.71%,14.84%,23.15%,-239.28%,Upgrade
Free Cash Flow Per Share,1.48,0.94,-0.56,-0.37,-0.12,0.43,0.41,0.63,1.26,-3.93,Upgrade
