Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Net Income,71.27,93.61,88.59,80.37,61.45,14.58,23.06,4.88,9.18,6.93,Upgrade
Depreciation & Amortization,16.45,13.59,14.45,15.04,11.52,12.89,14.2,15.5,15.93,15.83,Upgrade
Share-Based Compensation,5.77,4.9,5.35,2.71,3.13,-0.58,1.41,7.03,3.59,4.86,Upgrade
Other Operating Activities,121.15,67.41,-114.6,-53.87,-2.53,31.25,-42.61,-65.04,-31.45,-53.2,Upgrade
Operating Cash Flow,214.63,179.5,-6.21,44.24,73.57,58.14,-3.94,-37.63,-2.76,-25.58,Upgrade
Operating Cash Flow Growth,19.57%,-,-,-39.87%,26.55%,-,-,-,-,-,Upgrade
Capital Expenditures,-12.43,5.15,-4.35,-11.2,-6.28,-5.62,0.69,-5.08,-1.59,-6.8,Upgrade
Acquisitions,234.26,0,0,0,68.98,0,0,22.83,0,0,Upgrade
Change in Investments,-973.97,-478.98,-148.24,-83.85,-164.72,-172.9,124.28,146.26,244.6,-136.49,Upgrade
Other Investing Activities,-,-,-,-20,-,-,-10.34,18.33,-46.18,62.81,Upgrade
Investing Cash Flow,-752.14,-473.84,-152.59,-115.05,-102.02,-178.52,114.63,182.34,196.84,-80.49,Upgrade
Dividends Paid,-30.45,-26.89,-24.82,-23.53,-16.62,-9.4,-6.4,-6.71,-8.51,-10.14,Upgrade
Share Issuance / Repurchase,-0.38,-36.18,-18.39,-3.44,6.8,-8.29,-99.77,-175.84,-119.95,-146.99,Upgrade
Debt Issued / Paid,382.45,39.34,-241.71,-103.1,74.3,128.9,-45.85,2.97,74.01,45.86,Upgrade
Other Financing Activities,-465.82,552.72,939.1,201.51,-173.85,113.8,27.97,-56.02,-72.12,-362.39,Upgrade
Financing Cash Flow,-114.2,528.99,654.18,71.44,-109.37,225.01,-124.05,-235.6,-126.57,-473.66,Upgrade
Net Cash Flow,-651.7,234.66,495.38,0.63,-137.81,104.63,-13.36,-90.89,67.52,-579.72,Upgrade
Free Cash Flow,202.2,184.65,-10.56,33.04,67.3,52.52,-3.25,-42.71,-4.34,-32.38,Upgrade
Free Cash Flow Growth,9.51%,-,-,-50.91%,28.13%,-,-,-,-,-,Upgrade
Free Cash Flow Margin,67.99%,60.18%,-3.35%,11.93%,25.59%,30.44%,-2.00%,-25.74%,-2.67%,-16.62%,Upgrade
Free Cash Flow Per Share,6.25,6.01,-0.34,1.06,2.19,1.95,-0.12,-1.24,-0.10,-0.64,Upgrade
