Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Net Income,"5,178","5,901","4,932","4,476","4,305","4,952","3,168","3,345","3,294","2,932",Upgrade
Depreciation & Amortization,583,559,476,405,220,240,263,295,334,343,Upgrade
Share-Based Compensation,708,734,622,567,564,542,521,514,453,448,Upgrade
Other Operating Activities,"-1,513","-2,250","-2,287","-2,564","-2,014","-1,784","-1,679","-1,150",-994,-81,Upgrade
Operating Cash Flow,"4,956","4,944","3,743","2,884","3,075","3,950","2,273","3,004","3,087","3,642",Upgrade
Operating Cash Flow Growth,0.24%,32.09%,29.79%,-6.21%,-22.15%,73.78%,-24.33%,-2.69%,-15.24%,62.59%,Upgrade
Capital Expenditures,-533,-341,-194,-254,-204,-155,-119,-221,-66,-94,Upgrade
Acquisitions,0,"-1,106",0,"-1,510",-699,-102,-30,-273,0,-298,Upgrade
Change in Investments,-597,-490,-60,-250,95,-351,-222,29,305,-91,Upgrade
Investing Cash Flow,"-1,130","-1,937",-254,"-2,014",-808,-608,-371,-465,239,-483,Upgrade
Dividends Paid,"-2,990","-2,547","-2,260","-2,096","-1,968","-1,662","-1,545","-1,476","-1,338","-1,168",Upgrade
Share Issuance / Repurchase,"-2,321","-1,485","-1,809","-1,911","-2,087","-1,421","-1,373","-1,205","-1,340","-1,215",Upgrade
Debt Issued / Paid,-776,273,"2,296",103,40,-3,0,37,509,"-1,260",Upgrade
Other Financing Activities,645,"1,472","2,017","1,321","1,250",456,"1,233",580,308,251,Upgrade
Financing Cash Flow,"-5,442","-2,287",244,"-2,583","-2,765","-2,630","-1,685","-2,064","-1,861","-3,392",Upgrade
Net Cash Flow,"-1,907",659,"3,835","-1,659",-591,904,-56,360,"1,333",-216,Upgrade
Free Cash Flow,"4,423","4,603","3,549","2,630","2,871","3,795","2,154","2,783","3,021","3,548",Upgrade
Free Cash Flow Growth,-3.91%,29.70%,34.94%,-8.39%,-24.35%,76.18%,-22.60%,-7.88%,-14.85%,69.76%,Upgrade
Free Cash Flow Margin,24.75%,23.76%,21.90%,18.09%,20.22%,27.90%,17.57%,24.41%,27.26%,34.85%,Upgrade
Free Cash Flow Per Share,29.31,30.24,23.12,16.86,17.91,23.40,13.10,16.73,17.96,20.85,Upgrade
