Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Net Income,18.34,59.57,15.45,56.02,66.87,70.43,106.82,14.08,48.45,75.31,Upgrade
Other Operating Activities,72.72,-194.67,-76.82,131.67,124.16,-313.74,41.34,-512.07,108.11,723.62,Upgrade
Operating Cash Flow,91.06,-135.1,-61.37,187.69,191.03,-243.31,148.16,-497.99,156.56,798.93,Upgrade
Operating Cash Flow Growth,-,-,-,-1.75%,-,-,-,-,-80.40%,-,Upgrade
Dividends Paid,-94.54,-69.31,-69.31,-69.31,-68.67,-67.33,-67.69,-67.94,-69.16,-92.75,Upgrade
Share Issuance / Repurchase,-3.04,0,0,0,0,0,-3.41,-0.01,-39.08,129.35,Upgrade
Debt Issued / Paid,111.92,138.57,83.1,110.76,-66.54,149.24,-42.7,207.9,0,-264.45,Upgrade
Other Financing Activities,-,-,-,-,0.61,0.14,0.11,0.27,0.04,0.87,Upgrade
Financing Cash Flow,14.34,69.26,13.79,41.45,-134.6,82.05,-113.68,140.22,-108.2,-226.99,Upgrade
Net Cash Flow,105.4,-65.84,-47.58,229.14,56.43,-161.26,34.48,-357.77,48.36,571.94,Upgrade
Free Cash Flow,91.06,-135.1,-61.37,187.69,191.03,-243.31,148.16,-497.99,156.56,798.93,Upgrade
Free Cash Flow Growth,-,-,-,-1.75%,-,-,-,-,-80.40%,-,Upgrade
Free Cash Flow Margin,51.30%,-96.95%,-50.41%,121.32%,124.43%,-169.74%,97.58%,-430.93%,128.39%,488.36%,Upgrade
Free Cash Flow Per Share,1.66,-3.20,-1.45,4.44,4.52,-5.76,3.51,-11.73,3.69,18.05,Upgrade
