Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,38.99,36.27,27.13,25.53,23.54,19.59,18.01,16.21,14.71,12.97,Upgrade
Depreciation & Amortization,1.98,2.04,2.22,1.94,1.79,1.86,1.75,1.72,1.66,1.73,Upgrade
Share-Based Compensation,0.81,0.86,0.65,0.57,0.38,0.39,0.33,0.3,0.43,0.21,Upgrade
Other Operating Activities,-0.57,17.53,-7.3,-1.98,8.13,0.43,1.11,2.52,3.66,10.08,Upgrade
Operating Cash Flow,41.21,56.69,22.7,26.05,33.84,22.27,21.19,20.74,20.46,24.98,Upgrade
Operating Cash Flow Growth,-27.30%,149.77%,-12.88%,-23.01%,51.93%,5.11%,2.16%,1.36%,-18.10%,-0.16%,Upgrade
Capital Expenditures,-1.37,-3.75,-2.47,-1.57,-1.48,-2.06,-2.13,-0.92,-0.67,-2.36,Upgrade
Acquisitions,0,0,-6.78,0,0,0,0,0,0,0,Upgrade
Change in Investments,-246.26,-198.99,-241.36,-115.13,-111.95,-128.61,-147.83,-78.69,-18.71,-79.02,Upgrade
Other Investing Activities,0.05,1,0.54,0.42,1.35,0.61,1.79,-6.74,2.62,5.42,Upgrade
Investing Cash Flow,-247.58,-201.75,-250.07,-116.28,-112.08,-130.06,-148.18,-86.35,-16.75,-75.96,Upgrade
Dividends Paid,-14.78,-13.95,-13.33,-12.96,-12.05,-11.46,-9.81,-9.35,-8.89,-8.66,Upgrade
Share Issuance / Repurchase,0.52,0.44,0.51,0.47,0.45,0.48,0.4,0.29,0.46,11.97,Upgrade
Debt Issued / Paid,-32.86,-125.7,77.08,-25.36,-18.44,-50.14,-58.56,57.54,0.79,-3.78,Upgrade
Other Financing Activities,255.58,278.69,174.88,123.38,108.21,170.75,198.02,18.37,0.42,53.05,Upgrade
Financing Cash Flow,208.46,139.48,239.15,85.53,78.16,109.63,130.05,66.85,-7.23,52.59,Upgrade
Net Cash Flow,2.09,-5.58,11.78,-4.7,-0.07,1.84,3.07,1.24,-3.51,1.61,Upgrade
Free Cash Flow,39.85,52.94,20.23,24.48,32.36,20.22,19.06,19.83,19.79,22.63,Upgrade
Free Cash Flow Growth,-24.73%,161.75%,-17.38%,-24.35%,60.05%,6.08%,-3.86%,0.16%,-12.52%,-3.05%,Upgrade
Free Cash Flow Margin,43.65%,61.51%,28.13%,37.41%,52.78%,34.95%,35.40%,38.41%,39.99%,49.92%,Upgrade
Free Cash Flow Per Share,3.61,4.81,1.85,2.25,2.98,1.87,1.77,1.84,1.85,2.12,Upgrade
