Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,15.08,14.96,15.93,12.1,9.34,8.96,9.14,7.85,7.39,7.12,Upgrade
Depreciation & Amortization,5.97,4.56,3.2,1.95,2.66,2.61,2.55,2.32,2.03,2.13,Upgrade
Share-Based Compensation,0.74,0.57,0.42,0.24,0.13,0.19,0.14,0.1,0.06,0.04,Upgrade
Other Operating Activities,-4.03,-3.05,0.19,-3.33,-1.59,0.53,-1.45,-0.81,0.09,1.77,Upgrade
Operating Cash Flow,17.76,17.04,19.74,10.96,10.54,12.3,10.39,9.46,9.58,11.06,Upgrade
Operating Cash Flow Growth,4.22%,-13.65%,80.12%,3.96%,-14.30%,18.36%,9.83%,-1.23%,-13.38%,29.67%,Upgrade
Capital Expenditures,-1.23,-3.13,-3.74,-2.8,-1.01,-1.66,-1.71,-1.31,-0.86,-0.89,Upgrade
Acquisitions,33.8,0,0,52.56,18.26,0,0,17,2.63,0,Upgrade
Change in Investments,-34.14,-123.39,-182.18,-78.6,-49.62,-47,-19.92,-60.83,-37.31,-20.05,Upgrade
Other Investing Activities,0.41,0.59,0.86,0.66,1.21,0.82,0.35,0.33,0.49,-3.51,Upgrade
Investing Cash Flow,-1.16,-125.93,-185.06,-28.17,-31.17,-47.84,-21.28,-44.81,-35.04,-24.46,Upgrade
Dividends Paid,-5.08,-4.31,-4.29,-4.09,-3.43,-3.26,-3.14,-2.96,-2.67,-2.33,Upgrade
Share Issuance / Repurchase,0,0,0,0,0,0.01,0,0,-0.03,-0.14,Upgrade
Debt Issued / Paid,120.92,-5.28,-5.64,-29.13,18.32,-7.65,-18.18,3.11,6.98,-4.58,Upgrade
Other Financing Activities,-134.34,131.73,147.92,80.55,11.85,13.23,64.9,24.77,23.37,6.48,Upgrade
Financing Cash Flow,-18.49,122.14,137.99,47.34,26.74,2.34,43.58,24.92,27.64,-0.56,Upgrade
Net Cash Flow,-1.89,13.25,-27.34,30.12,6.11,-33.2,32.69,-10.43,2.18,-13.96,Upgrade
Free Cash Flow,16.53,13.92,16,8.16,9.53,10.64,8.68,8.15,8.72,10.17,Upgrade
Free Cash Flow Growth,18.79%,-13.04%,96.11%,-14.38%,-10.45%,22.59%,6.50%,-6.53%,-14.23%,31.48%,Upgrade
Free Cash Flow Margin,21.01%,22.08%,26.52%,15.92%,22.61%,28.51%,23.85%,24.50%,28.53%,34.65%,Upgrade
Free Cash Flow Per Share,3.85,4.00,4.62,2.36,3.15,3.71,3.04,2.86,3.07,3.58,Upgrade
