Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Net Income,"1,136","2,422","1,427","1,062",628,771,650,527,583,402,Upgrade
Depreciation & Amortization,496,645,296,178,182,389,431,410,476,209,Upgrade
Share-Based Compensation,49,43,39,38,31,44,58,56,51,18,Upgrade
Other Operating Activities,"2,674",980,-184,-157,102,-467,23,-42,-516,-145,Upgrade
Operating Cash Flow,"4,355","4,090","1,578","1,121",943,737,"1,162",951,594,484,Upgrade
Operating Cash Flow Growth,6.48%,159.19%,40.77%,18.88%,27.95%,-36.57%,22.19%,60.10%,22.73%,-21.94%,Upgrade
Capital Expenditures,-138,-131,-110,-92,-62,-145,-284,-185,-210,-145,Upgrade
Acquisitions,-922,"-1,355","-1,004",11,14,-131,-584,-208,"-2,362",-45,Upgrade
Change in Investments,"-9,478","-5,952","-1,222",-431,-305,362,684,-522,-192,108,Upgrade
Other Investing Activities,14,-11,5,-8,-1,-7,-7,344,44,22,Upgrade
Investing Cash Flow,"-10,524","-7,449","-2,331",-520,-354,79,-191,-571,"-2,720",-60,Upgrade
Dividends Paid,-489,-446,-389,-344,-328,-278,-239,-220,-203,-153,Upgrade
Share Issuance / Repurchase,-529,-432,-182,-62,-10,-10,-266,-485,27,538,Upgrade
Debt Issued / Paid,146,449,"1,246",0,72,-211,-68,1,691,-18,Upgrade
Other Financing Activities,"4,967","5,429","1,421",-76,-176,-530,145,432,545,-27,Upgrade
Financing Cash Flow,"4,095","5,000","2,096",-482,-442,"-1,029",-428,-272,"1,060",340,Upgrade
Net Cash Flow,"-2,074","1,641","1,343",119,147,-213,543,108,"-1,066",764,Upgrade
Free Cash Flow,"4,217","3,959","1,468","1,029",881,592,878,766,384,339,Upgrade
Free Cash Flow Growth,6.52%,169.69%,42.66%,16.80%,48.82%,-32.57%,14.62%,99.48%,13.27%,-37.34%,Upgrade
Free Cash Flow Margin,36.49%,25.31%,13.62%,12.15%,11.60%,7.73%,12.10%,11.49%,4.79%,3.96%,Upgrade
Free Cash Flow Per Share,15.34,13.89,5.17,3.77,3.23,1.76,2.59,2.15,2.09,1.47,Upgrade
