Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Net Income,15.05,39.09,36.95,26.51,11.51,7.08,11.78,6.24,1.75,3.94,Upgrade
Depreciation & Amortization,5.32,4.2,3.29,3.27,2.94,2.69,3.41,2.91,1.25,0.94,Upgrade
Share-Based Compensation,3.22,3.21,2.35,1.76,1.27,0.81,0.57,0.41,0.32,0.2,Upgrade
Other Operating Activities,41.59,-11.71,69.18,-40.08,-9.51,22.04,8.38,-33.04,20.78,-4,Upgrade
Operating Cash Flow,65.18,34.82,112.24,-8.06,6.69,33.12,25.26,-22.9,24.42,1.15,Upgrade
Operating Cash Flow Growth,87.22%,-68.98%,-,-,-79.79%,31.10%,-,-,2016.20%,-,Upgrade
Capital Expenditures,-3.04,-4.87,-6.62,-2.04,-2.69,-4.5,-1.09,-2.15,-9.8,-6.5,Upgrade
Acquisitions,0,-96.27,-78.7,-2.65,0,0,7.05,48.29,0,0.73,Upgrade
Change in Investments,-629.79,-471.12,-205.48,-115.48,-206.84,-122.86,-61.94,-219.58,-136.64,-157.13,Upgrade
Other Investing Activities,3.87,0.3,-3.31,0.11,-0.44,-8.74,-,-,-5,-81.13,Upgrade
Investing Cash Flow,-628.95,-571.95,-294.11,-120.06,-209.98,-136.1,-55.98,-173.44,-151.44,-244.04,Upgrade
Dividends Paid,-8.36,-6.04,-4.28,-2.29,-1.22,-1.03,-0.65,-0.64,-0.64,-0.54,Upgrade
Share Issuance / Repurchase,2.07,4.93,-11.28,2.16,2.13,4.92,20.55,-0.45,5.83,24.35,Upgrade
Debt Issued / Paid,110.74,30.57,-140.91,-9.16,55.21,58.49,-94.55,76.68,-22.86,24.37,Upgrade
Other Financing Activities,192.17,551.22,574.23,143.18,149.09,43.57,93.58,119.82,134.92,209.21,Upgrade
Financing Cash Flow,296.62,580.68,417.77,133.9,205.2,105.94,18.93,195.4,117.25,257.39,Upgrade
Net Cash Flow,-267.16,43.54,235.89,5.78,1.92,2.97,-11.79,-0.94,-9.77,14.5,Upgrade
Free Cash Flow,62.14,29.95,105.62,-10.1,4,28.63,24.18,-25.05,14.62,-5.35,Upgrade
Free Cash Flow Growth,107.48%,-71.64%,-,-,-86.02%,18.40%,-,-,-,-,Upgrade
Free Cash Flow Margin,45.72%,20.51%,73.30%,-8.27%,4.53%,34.56%,29.28%,-37.21%,30.40%,-11.22%,Upgrade
Free Cash Flow Per Share,5.06,2.54,8.94,-0.86,0.36,2.78,2.94,-3.13,1.85,-0.80,Upgrade
