Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Net Income,64.21,47.48,23.13,99.9,118.7,85.89,40.8,37.31,37.85,28.68,Upgrade
Depreciation & Amortization,80.61,84.8,86.12,82.11,71.34,64.58,62.48,61.71,36.98,27.1,Upgrade
Share-Based Compensation,34.81,51.42,53.69,29.58,50.09,40.73,28.32,29.53,29.26,23.43,Upgrade
Other Operating Activities,98.05,-16.67,46.23,-21.67,10.91,27.11,-17.89,27.28,-39.72,37.94,Upgrade
Operating Cash Flow,277.69,167.03,209.18,189.91,251.05,218.31,114.52,156.94,69.22,122.51,Upgrade
Operating Cash Flow Growth,66.25%,-20.15%,10.14%,-24.35%,15.00%,90.64%,-27.03%,126.74%,-43.50%,20.07%,Upgrade
Capital Expenditures,-84.33,-57.43,-59.04,-78.21,-61.03,-44.14,-43.27,-47.84,-39.34,-35.74,Upgrade
Acquisitions,-35,-35,-35,0,0,-141.49,0,-65.21,-226.96,0,Upgrade
Change in Investments,-698.3,"-1,275.2",-688.26,-75.64,-53.94,40.47,-28.73,-62.47,77.6,-15.32,Upgrade
Other Investing Activities,-2.56,-0.85,-3.53,-,-,-,-,-0.2,1.36,-2.34,Upgrade
Investing Cash Flow,-820.19,"-1,368.49",-785.83,-153.85,-114.97,-145.16,-72,-175.72,-187.35,-53.4,Upgrade
Share Issuance / Repurchase,-89.35,8.04,17,-92.77,21.88,-27.81,-44.1,-37.15,9.96,15.93,Upgrade
Debt Issued / Paid,35,0,-35,-25,-22.5,-22.5,-22.5,-22.5,150,0,Upgrade
Other Financing Activities,91.06,"1,022.35","1,025.2",52.65,-50.34,242.5,-9.08,125.92,259.19,41.99,Upgrade
Financing Cash Flow,36.71,"1,030.39","1,007.2",-65.13,-50.96,192.19,-75.68,66.27,419.15,57.92,Upgrade
Net Cash Flow,-505.8,-171.06,430.55,-29.06,85.12,265.33,-33.16,47.49,301.02,127.03,Upgrade
Free Cash Flow,193.36,109.6,150.14,111.7,190.02,174.17,71.24,109.11,29.88,86.77,Upgrade
Free Cash Flow Growth,76.42%,-27.00%,34.42%,-41.22%,9.10%,144.47%,-34.70%,265.16%,-65.56%,40.88%,Upgrade
Free Cash Flow Margin,13.34%,7.65%,11.98%,10.08%,17.83%,19.33%,9.91%,15.71%,4.97%,15.13%,Upgrade
Free Cash Flow Per Share,3.62,2.03,2.86,2.14,3.64,3.45,1.44,2.13,0.73,2.42,Upgrade
