Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,76.95,81.79,34.67,41.28,55.09,41.12,64.92,46.21,44.24,37.75,Upgrade
Depreciation & Amortization,6.48,7.04,6.32,5.93,5.79,4.83,4.45,3.58,2.81,3.42,Upgrade
Share-Based Compensation,6.81,6.83,6.45,7.76,7.02,5.99,5.17,4.27,3.42,2.97,Upgrade
Other Operating Activities,-4.47,-7.06,23.83,8.8,9.41,31.58,-32.14,-9.33,6.91,30.29,Upgrade
Operating Cash Flow,85.76,88.6,71.28,63.77,77.3,83.53,42.4,44.73,57.38,74.44,Upgrade
Operating Cash Flow Growth,-3.21%,24.30%,11.77%,-17.51%,-7.45%,97.02%,-5.22%,-22.04%,-22.92%,4.69%,Upgrade
Capital Expenditures,-4.34,-3.68,-2.51,-4.21,-5.41,-9.43,42.63,9.12,-4.33,-0.81,Upgrade
Acquisitions,0,0,31.5,0,0,0,0,0,0,0,Upgrade
Change in Investments,-417.77,-78.1,61.43,-169.44,-480.6,-250.55,-354.33,-611.82,-338.37,-329.98,Upgrade
Other Investing Activities,70.29,-25,2.68,-21.12,8.01,5.87,-10.53,2.19,3.12,4.76,Upgrade
Investing Cash Flow,-351.82,-106.78,93.1,-194.77,-478,-254.11,-322.23,-600.52,-339.58,-326.02,Upgrade
Dividends Paid,-27.03,-26.52,-24.81,-24.15,-22.93,-20.95,-19.69,-18.62,-17.85,-15.62,Upgrade
Share Issuance / Repurchase,-29.68,-11.37,-3.88,-2.65,-22.58,-9.29,-9.53,-15.46,-18.31,-13.62,Upgrade
Debt Issued / Paid,242.92,-218.8,-236.62,-16.35,-63.84,39.46,-10.5,214.45,43.42,56.94,Upgrade
Other Financing Activities,149.88,199.21,208.54,105.38,577.06,177.06,313.05,383.51,275.72,216.95,Upgrade
Financing Cash Flow,336.09,-57.48,-56.78,62.23,467.71,186.28,273.33,563.88,282.98,244.65,Upgrade
Net Cash Flow,70.03,-75.67,107.6,-68.77,67.02,15.69,-6.51,8.1,0.78,-6.94,Upgrade
Free Cash Flow,81.41,84.92,68.77,59.56,71.89,74.09,85.02,53.85,53.05,73.63,Upgrade
Free Cash Flow Growth,-4.13%,23.49%,15.46%,-17.16%,-2.97%,-12.86%,57.89%,1.51%,-27.95%,5.47%,Upgrade
Free Cash Flow Margin,32.76%,33.09%,37.55%,35.32%,40.58%,42.68%,37.85%,31.47%,32.38%,52.11%,Upgrade
Free Cash Flow Per Share,2.73,2.77,2.44,2.12,2.57,2.57,2.97,1.87,1.79,2.45,Upgrade
