Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Net Income,4.87,5.37,3.85,4.74,3.57,3.65,3.38,3.36,2.74,3.13,Upgrade
Depreciation & Amortization,0.76,0.67,0.65,0.54,0.5,0.51,0.44,0.38,0.3,0.22,Upgrade
Share-Based Compensation,0.68,0.57,0.64,0.67,0.63,0.84,0.79,0.64,0.58,0.58,Upgrade
Other Operating Activities,10.75,1.74,-4.94,-1.15,8.41,-1.63,2.44,-5.09,-6.02,7.54,Upgrade
Operating Cash Flow,17.06,8.33,0.2,4.8,13.1,3.38,7.05,-0.72,-2.4,11.47,Upgrade
Operating Cash Flow Growth,104.74%,4066.00%,-95.83%,-63.40%,288.27%,-52.14%,-,-,-,638.79%,Upgrade
Capital Expenditures,-2.57,-2.35,-0.97,-2.61,-0.52,-0.67,-2.62,-2.12,-2.63,-1.91,Upgrade
Change in Investments,-77.41,-0.46,-35.41,-15.41,-0.41,-36.33,-28.38,-25.91,-34.28,-19.71,Upgrade
Other Investing Activities,1.19,1.39,3.87,0.59,0.17,0.02,0.05,0.03,0.7,0.1,Upgrade
Investing Cash Flow,-78.79,-1.42,-32.51,-17.43,-0.76,-36.98,-30.95,-28,-36.22,-21.52,Upgrade
Dividends Paid,-1.35,-1.12,-1.14,-1.05,-0.92,-0.71,-0.66,-0.61,-0.55,-0.63,Upgrade
Share Issuance / Repurchase,-2.6,-2.01,-4.08,-2.12,-1.9,-0.58,-3.27,-2.74,-2.15,-9.69,Upgrade
Debt Issued / Paid,-0.16,-0.19,1.49,-9.99,-36.94,0.82,9.79,25.66,-9.12,-1.29,Upgrade
Other Financing Activities,25.51,45.94,72.8,28.04,31.39,41.22,1.62,13.94,60.37,-9.51,Upgrade
Financing Cash Flow,21.41,42.62,69.07,14.87,-8.38,40.76,7.49,36.25,48.56,-21.13,Upgrade
Net Cash Flow,-40.33,49.53,36.76,2.24,3.96,7.15,-16.41,7.53,9.95,-31.18,Upgrade
Free Cash Flow,14.49,5.98,-0.77,2.19,12.59,2.7,4.43,-2.83,-5.03,9.56,Upgrade
Free Cash Flow Growth,142.31%,-,-,-82.64%,365.53%,-38.99%,-,-,-,2219.42%,Upgrade
Free Cash Flow Margin,70.67%,29.03%,-4.48%,12.78%,74.64%,15.83%,28.00%,-18.95%,-38.68%,71.10%,Upgrade
Free Cash Flow Per Share,4.27,1.78,-0.22,0.59,3.30,0.69,1.11,-0.67,-1.12,2.03,Upgrade
