Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Net Income,-12.02,-1.92,-35.45,-27.65,-16.03,-6.98,9.15,13.85,-3.44,28.86,Upgrade
Other Operating Activities,-13.58,84.16,88.56,92.24,43.45,50.79,59.97,-110.23,-115.92,-67.68,Upgrade
Operating Cash Flow,-25.61,82.24,53.11,64.6,27.42,43.81,69.12,-96.38,-119.36,-38.82,Upgrade
Operating Cash Flow Growth,-,54.84%,-17.78%,135.57%,-37.41%,-36.62%,-,-,-,-,Upgrade
Dividends Paid,0,0,-3.72,-14.88,-15.22,-21.71,-27.37,-35.59,-24.39,-13.52,Upgrade
Share Issuance / Repurchase,0,0,0,0,0,0,0,49.7,0,74.25,Upgrade
Debt Issued / Paid,-5.03,-92.52,-60.98,-25.7,-4,-21.35,-39.5,62,103.44,25,Upgrade
Other Financing Activities,-1.62,-0.61,-0.79,-0.99,-0.13,-5.81,-0.08,-0.73,-6.2,24.25,Upgrade
Financing Cash Flow,-6.66,-93.13,-65.49,-41.57,-19.35,-48.87,-66.95,75.38,72.84,109.98,Upgrade
Net Cash Flow,-32.26,-10.89,-12.38,23.03,8.07,-5.06,2.18,-21,-46.52,71.16,Upgrade
Free Cash Flow,-25.61,82.24,53.11,64.6,27.42,43.81,69.12,-96.38,-119.36,-38.82,Upgrade
Free Cash Flow Growth,-,54.84%,-17.78%,135.57%,-37.41%,-36.62%,-,-,-,-,Upgrade
Free Cash Flow Margin,-171.54%,490.87%,200.84%,146.69%,57.98%,85.75%,101.19%,-150.66%,-240.99%,-109.56%,Upgrade
Free Cash Flow Per Share,-9.45,30.34,19.61,24.05,10.29,16.53,26.22,-38.02,-55.20,-17.95,Upgrade
