Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Net Income,"1,374","2,214","1,778","1,422","1,310","1,001",266.6,941.3,988.7,804.5,Upgrade
Depreciation & Amortization,331,257,220,200,192,158,126.7,113.5,95.6,93.4,Upgrade
Share-Based Compensation,169,175,154,136,130,123,98.1,87.2,21.7,28.3,Upgrade
Other Operating Activities,-400,-641,-6,-83,-171,-527,767.8,56.1,-87.4,0.6,Upgrade
Operating Cash Flow,"1,474","2,005","2,146","1,675","1,461",755,"1,259.2","1,198.1","1,018.6",926.8,Upgrade
Operating Cash Flow Growth,-26.48%,-6.57%,28.12%,14.65%,93.51%,-40.04%,5.10%,17.62%,9.91%,12.60%,Upgrade
Capital Expenditures,-283,-139,-103,-69,-91,-91,-115.2,-89,-74.6,-42.3,Upgrade
Acquisitions,-97,"-2,179",-897,64,-283,"-3,511",-79.3,-7.6,-239.7,-50.7,Upgrade
Change in Investments,-102,-338,-79,29,-32,69,292.7,-35.1,-272.3,-168.9,Upgrade
Other Investing Activities,220,37,2,12,-,113,3.8,39.7,21.7,-,Upgrade
Investing Cash Flow,-262,"-2,619","-1,077",36,-406,"-3,420",102,-92,-564.9,-261.9,Upgrade
Dividends Paid,-515,-463,-420,-378,-337,-290,-285.1,-272.1,-236,-197.3,Upgrade
Share Issuance / Repurchase,"-1,044",-795,-556,"-1,023",-218,-193,-705.4,"-1,068.4","-1,122.5",-757.1,Upgrade
Debt Issued / Paid,352,"1,141",649,-147,148,"2,095",-0.1,852.8,447.7,433.4,Upgrade
Other Financing Activities,-1,-5,-24,-15,-5,-12,-52.3,-17.8,-153.7,22.2,Upgrade
Financing Cash Flow,"-1,208",-122,-351,"-1,563",-412,"1,600","-1,042.9",-505.5,"-1,064.5",-498.8,Upgrade
Net Cash Flow,-42,-786,765,147,613,-980,294.1,537.9,-700,164.1,Upgrade
Free Cash Flow,"1,191","1,866","2,043","1,606","1,370",664,"1,144","1,109.1",944,884.5,Upgrade
Free Cash Flow Growth,-36.17%,-8.66%,27.21%,17.23%,106.33%,-41.96%,3.15%,17.49%,6.73%,13.67%,Upgrade
Free Cash Flow Margin,21.78%,30.01%,38.04%,33.26%,30.84%,15.79%,31.74%,31.83%,28.31%,29.76%,Upgrade
Free Cash Flow Per Share,6.48,10.01,10.89,8.48,7.15,3.48,5.94,5.54,4.48,4.03,Upgrade
