Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,50.16,8.61,-68.46,2.54,37.28,31.41,-80.74,-89.19,-67.72,22.31,Upgrade
Depreciation & Amortization,84.34,79.15,76.48,28.8,25.48,23.66,28.65,37.03,38.63,34.92,Upgrade
Share-Based Compensation,5.05,3.95,-5.09,9.75,7,8.98,42.68,-20.77,7.45,6.84,Upgrade
Other Operating Activities,-73.02,-45.27,46.16,62.43,19.22,-13.38,77.52,152.33,96.34,56.41,Upgrade
Operating Cash Flow,66.54,46.44,49.08,103.52,88.98,50.67,68.1,79.4,74.7,120.47,Upgrade
Operating Cash Flow Growth,43.28%,-5.38%,-52.59%,16.34%,75.62%,-25.60%,-14.22%,6.29%,-37.99%,-13.40%,Upgrade
Capital Expenditures,-31.9,-23.6,-28.53,-38.84,-40.47,-25,-13.25,-23.72,-12.33,-46.7,Upgrade
Acquisitions,-8.78,-19.02,0,-8.12,-107.2,-2.25,29.28,-19.94,-13.23,-25.83,Upgrade
Change in Investments,-346.03,-250.55,-165.9,-269.38,-253.49,-230.78,-248.18,-267.72,-300.55,-320.39,Upgrade
Other Investing Activities,273.42,208.55,304.32,288.5,266.96,244.63,235.17,243.69,246.05,237.72,Upgrade
Investing Cash Flow,-113.28,-84.61,109.9,-27.83,-134.21,-13.4,3.02,-67.69,-80.06,-155.2,Upgrade
Share Issuance / Repurchase,-2.04,0,-5.16,0,0,0,-11.75,0,13.2,0.05,Upgrade
Debt Issued / Paid,0,-15.41,0.71,-195.03,167.9,54.12,-47.99,-2.24,132.57,33.69,Upgrade
Other Financing Activities,-0.79,-0.84,-1.81,-3.29,-0.31,-0.77,-3.42,4.64,-113.26,-10.09,Upgrade
Financing Cash Flow,-2.83,-16.25,-6.25,-198.32,167.59,53.35,-63.16,2.4,32.52,23.65,Upgrade
Net Cash Flow,-49.26,-48.93,150.11,-123.14,121.71,91.34,6.61,3.8,26.23,-10.72,Upgrade
Free Cash Flow,34.64,22.84,20.55,64.68,48.51,25.67,54.85,55.68,62.37,73.77,Upgrade
Free Cash Flow Growth,51.68%,11.12%,-68.22%,33.34%,89.00%,-53.21%,-1.48%,-10.73%,-15.46%,-20.95%,Upgrade
Free Cash Flow Margin,3.91%,3.13%,2.50%,7.63%,5.97%,3.43%,7.51%,7.73%,8.36%,9.11%,Upgrade
Free Cash Flow Per Share,0.61,0.41,0.37,1.17,0.89,0.47,1.01,1.02,1.15,1.38,Upgrade
