Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2008
Net Income,-13.39,11.81,14.21,-2.05,-2.46,2.06,2.27,-4.08,-2.59,-13.32,Upgrade
Depreciation & Amortization,0.56,0.37,0.33,0.32,0.26,0.25,0.29,0.73,1.1,1.41,Upgrade
Share-Based Compensation,4.39,15.72,12.55,0.74,0.62,0.73,1.17,1.19,1.32,1.9,Upgrade
Other Operating Activities,-15.05,-9.58,14.34,-14.47,-5.42,-14.96,-12.45,-2,4.28,1.78,Upgrade
Operating Cash Flow,-23.49,18.32,41.44,-15.46,-7,-11.92,-8.73,-4.15,4.11,-8.23,Upgrade
Operating Cash Flow Growth,-,-55.78%,-,-,-,-,-,-,-,-,Upgrade
Capital Expenditures,-0.57,-1.03,-0.22,-0.1,-1,-0.14,-0.22,-0.15,-0.18,-0.85,Upgrade
Acquisitions,-2.54,-8.14,-12.68,-4.35,0,0,0,0,19.92,0.68,Upgrade
Change in Investments,16.91,-13.36,0.94,8.19,3.16,-3.75,8.17,12.02,-25.22,1.03,Upgrade
Other Investing Activities,-,-,-,-,-,-,-,-,5.95,2.08,Upgrade
Investing Cash Flow,13.8,-22.53,-11.95,3.73,2.16,-3.9,7.95,11.87,0.46,2.94,Upgrade
Share Issuance / Repurchase,-0.23,7.84,-2.2,-0.43,-0.84,-0.67,-2.35,-4,-0.47,4.9,Upgrade
Debt Issued / Paid,0,-2.4,-2.52,4.78,-1.99,14.2,0,0,-3.12,2.18,Upgrade
Other Financing Activities,-11.27,7.72,8.51,1.59,-0.89,9.59,4.62,-1.62,-1.7,-3.04,Upgrade
Financing Cash Flow,-11.5,13.16,3.79,5.94,-3.72,23.12,2.27,-5.62,-5.29,4.03,Upgrade
Net Cash Flow,-21.47,8.57,33.69,-5.8,-8.83,7.72,1.1,1.86,-0.91,-1.34,Upgrade
Free Cash Flow,-24.06,17.29,41.22,-15.56,-8,-12.06,-8.95,-4.3,3.93,-9.08,Upgrade
Free Cash Flow Growth,-,-58.05%,-,-,-,-,-,-,-,-,Upgrade
Free Cash Flow Margin,-54.21%,11.81%,31.68%,-31.34%,-16.20%,-25.36%,-16.18%,-9.32%,7.05%,-15.79%,Upgrade
Free Cash Flow Per Share,-16.94,14.57,36.44,-13.69,-6.95,-9.99,-7.34,-2.91,2.62,-7.36,Upgrade
