Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,431,397,278,379,365,191,163,151.61,135.7,117.8,Upgrade
Depreciation & Amortization,73,10,-3,45,109,89,61,43.95,40.12,30.77,Upgrade
Share-Based Compensation,0,0,0,0,0,0,-2,-0.03,-2.71,-1.33,Upgrade
Other Operating Activities,706,115,-170,-173,129,-9,63,19.91,265.36,198.85,Upgrade
Operating Cash Flow,"1,218",530,113,259,611,279,293,223.48,446.82,346.09,Upgrade
Operating Cash Flow Growth,129.81%,369.03%,-56.37%,-57.61%,119.00%,-4.78%,31.11%,-49.98%,29.10%,-36.38%,Upgrade
Capital Expenditures,-95,-58,-41,-46,-35,-57,-60,-9.72,-20.24,-14.88,Upgrade
Acquisitions,188,0,0,0,134,197,246,144.63,59.98,141.64,Upgrade
Change in Investments,"-3,148",-95,"-1,781","-1,076","-2,019","-1,619","-1,429","-1,277.55","-1,799.95",-721.16,Upgrade
Other Investing Activities,-,-,-,-9,-,-50,-17,-0.02,21.95,-10.02,Upgrade
Investing Cash Flow,"-3,055",-153,"-1,822","-1,131","-1,920","-1,529","-1,260","-1,142.67","-1,738.26",-604.42,Upgrade
Dividends Paid,-171,-156,-157,-157,-157,-143,-102,-84.51,-81.22,-71.25,Upgrade
Share Issuance / Repurchase,-43,-43,-38,0,0,11,18,12.73,12.86,62.09,Upgrade
Debt Issued / Paid,-29,-680,"-1,658",-198,410,335,125,107.22,"1,078.07",-11.7,Upgrade
Other Financing Activities,261,"2,612","4,346","1,338","1,065","1,155",808,"1,085.47",355.14,254.12,Upgrade
Financing Cash Flow,18,"1,733","2,493",983,"1,318","1,358",849,"1,120.91","1,364.85",233.26,Upgrade
Net Cash Flow,"-1,819","2,110",784,111,9,108,-118,201.73,73.41,-25.06,Upgrade
Free Cash Flow,"1,123",472,72,213,576,222,233,213.76,426.58,331.21,Upgrade
Free Cash Flow Growth,137.92%,555.56%,-66.20%,-63.02%,159.46%,-4.72%,9.00%,-49.89%,28.79%,-37.65%,Upgrade
Free Cash Flow Margin,81.44%,38.19%,6.59%,18.25%,50.22%,21.41%,30.78%,34.47%,72.80%,66.15%,Upgrade
Free Cash Flow Per Share,3.20,1.48,0.22,0.66,1.78,0.69,1.11,1.22,2.46,2.08,Upgrade
