Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Net Income,19.91,84.3,-1.87,19.87,18.65,17.18,11.37,8.48,11.23,32.22,Upgrade
Other Operating Activities,-96.32,-98.36,-44.22,-10.61,-36.44,-30.21,48.66,-82.96,-10.76,-0.08,Upgrade
Operating Cash Flow,-76.4,-14.06,-46.09,9.26,-17.8,-13.03,60.02,-74.48,0.47,32.14,Upgrade
Operating Cash Flow Growth,-,-,-,-,-,-,-,-,-98.53%,22.67%,Upgrade
Dividends Paid,-27.32,-25.97,-25.16,-24.58,-22.8,-21.43,-19.49,-17.7,-17.64,-17.64,Upgrade
Share Issuance / Repurchase,4.47,26.45,11.49,16.99,-0.33,22.7,17.88,0.9,0,0,Upgrade
Debt Issued / Paid,102.49,15,99.91,14.4,38.99,21.7,-56,90.7,-10.13,-9.05,Upgrade
Other Financing Activities,-1.97,-3.04,-53.43,-2.32,-1.33,-11.23,-0.08,-1.93,19.71,-1.4,Upgrade
Financing Cash Flow,77.66,12.44,32.81,4.49,14.53,11.74,-57.68,71.97,-8.06,-28.09,Upgrade
Net Cash Flow,1.26,-1.62,-13.28,13.74,-3.27,-1.29,2.34,-2.51,-7.59,4.04,Upgrade
Free Cash Flow,-76.4,-14.06,-46.09,9.26,-17.8,-13.03,60.02,-74.48,0.47,32.14,Upgrade
Free Cash Flow Growth,-,-,-,-,-,-,-,-,-98.53%,22.67%,Upgrade
Free Cash Flow Margin,-120.98%,-26.14%,-96.11%,18.50%,-39.04%,-33.20%,153.46%,-195.70%,1.29%,88.89%,Upgrade
Free Cash Flow Per Share,-2.22,-0.42,-1.49,0.32,-0.66,-0.51,2.59,-3.54,0.02,1.53,Upgrade
