Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Net Income,241.61,330.76,29.38,129.57,168.21,170.62,138.9,104.44,100.75,96.86,Upgrade
Share-Based Compensation,13.63,10.89,10.83,10.08,9.15,10.03,8.3,6.26,4.22,4.21,Upgrade
Other Operating Activities,-502.17,-857.02,-94.3,-173.49,-286.43,-107.75,-189.93,-242.09,-295.88,-341.77,Upgrade
Operating Cash Flow,-246.94,-515.37,-54.08,-33.83,-109.07,72.9,-42.73,-131.39,-190.92,-240.71,Upgrade
Dividends Paid,-194.17,-160.54,-144.46,-164.28,-156.05,-148.42,-127.52,-110.67,-95.94,-83.18,Upgrade
Share Issuance / Repurchase,265.62,98.89,84.38,89.27,78.39,150.99,112.04,132.05,139.7,131.45,Upgrade
Debt Issued / Paid,196.93,583.03,92.73,113.85,193.45,-44.07,64.96,73,180.8,171.09,Upgrade
Other Financing Activities,-4.94,-5.3,-1.89,-3.94,-4.08,-4.35,-2.59,-3.09,-7.91,-7.48,Upgrade
Financing Cash Flow,263.43,516.08,30.76,34.9,111.72,-45.85,46.88,91.29,216.65,211.89,Upgrade
Net Cash Flow,16.49,0.71,-23.33,1.07,2.65,27.05,4.15,-40.1,25.73,-28.82,Upgrade
Free Cash Flow,-246.94,-515.37,-54.08,-33.83,-109.07,72.9,-42.73,-131.39,-190.92,-240.71,Upgrade
Free Cash Flow Margin,-65.52%,-178.30%,-24.29%,-13.90%,-46.74%,35.43%,-23.96%,-79.83%,-135.63%,-206.62%,Upgrade
Free Cash Flow Per Share,-3.31,-7.47,-0.82,-0.54,-1.81,1.29,-0.82,-2.68,-4.39,-6.57,Upgrade
