Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,25.05,19.77,13.84,13.13,10.67,4.05,5.26,10.29,3,4.7,Upgrade
Depreciation & Amortization,3.65,3.43,3.55,3.39,2.44,1.9,1.69,1.77,1.94,2.04,Upgrade
Share-Based Compensation,0.53,0.47,0.35,0.27,0.25,0.19,0.19,0.19,0.13,0.09,Upgrade
Other Operating Activities,-2.68,-3.65,-1.57,-0.4,4.94,5.57,2.33,7.25,-3.78,10.07,Upgrade
Operating Cash Flow,26.54,20.02,16.17,16.39,18.29,12.92,11.49,22.2,3.89,18.68,Upgrade
Operating Cash Flow Growth,32.58%,23.82%,-1.35%,-10.41%,41.55%,12.45%,-48.23%,471.11%,-79.19%,22.83%,Upgrade
Capital Expenditures,-3.3,-1.09,-1.6,-3.97,-9.48,-5.62,-3.66,-1.34,-0.72,0.48,Upgrade
Change in Investments,-168.51,-27.34,-190.41,-30.67,-104.23,-2.04,14.95,25.6,-2.51,-64.04,Upgrade
Other Investing Activities,-0.6,-,0.73,2.13,-,-,0.61,-5.5,0.84,-,Upgrade
Investing Cash Flow,-172.4,-28.43,-191.28,-32.52,-113.71,-7.66,11.89,18.76,-2.38,-63.56,Upgrade
Dividends Paid,-3.99,-3.89,-3.65,-3.13,-1.91,0,0,0,0,0,Upgrade
Share Issuance / Repurchase,0.22,-6.96,-2.56,0.17,0.12,9.19,0,0,0,0,Upgrade
Debt Issued / Paid,6.87,-61.46,0.43,-28.98,8.86,2.04,-15.63,-39.04,-3.94,4.36,Upgrade
Other Financing Activities,101.36,47.01,280.34,74.5,28.14,3.95,3.41,14.77,-5.18,0.52,Upgrade
Financing Cash Flow,104.46,-25.31,274.57,42.57,35.21,15.17,-12.22,-24.27,-9.12,4.88,Upgrade
Net Cash Flow,-41.41,-33.71,99.45,26.44,-60.21,20.44,11.17,16.69,-7.61,-40.01,Upgrade
Free Cash Flow,23.25,18.93,14.57,12.42,8.81,7.31,7.83,20.86,3.17,19.16,Upgrade
Free Cash Flow Growth,22.79%,29.99%,17.30%,40.93%,20.57%,-6.65%,-62.47%,558.64%,-83.47%,32.20%,Upgrade
Free Cash Flow Margin,30.46%,25.55%,23.60%,20.07%,15.39%,14.22%,15.92%,34.43%,6.74%,37.44%,Upgrade
Free Cash Flow Per Share,3.50,2.82,2.08,1.75,1.25,1.05,1.25,3.34,0.51,3.09,Upgrade
