Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Net Income,12.62,13.17,12.81,10.65,7.07,8.45,8.51,7.88,7.69,7.14,Upgrade
Depreciation & Amortization,1.8,1.9,2.06,1.74,1.39,1.39,1.43,1.25,1.15,1.07,Upgrade
Share-Based Compensation,0.45,0.3,0.24,0.17,0.12,0.1,0.07,0.04,0.02,0.01,Upgrade
Other Operating Activities,14.17,13.83,-22.17,-0.91,8.18,-0.08,-2.36,3.97,-6.66,9.6,Upgrade
Operating Cash Flow,29.03,29.19,-7.06,11.64,16.76,9.87,7.64,13.13,2.2,17.82,Upgrade
Operating Cash Flow Growth,-0.54%,-,-,-30.53%,69.85%,29.09%,-41.78%,495.74%,-87.63%,413.19%,Upgrade
Capital Expenditures,-0.67,-3.51,-1.01,-6.42,-2.87,-1.99,-1.74,-2.29,-2.17,-1.29,Upgrade
Change in Investments,-206.93,-186.57,-124.93,-39.52,-65.46,-53.52,-39.57,-27.64,-20.02,-33.78,Upgrade
Other Investing Activities,0.01,0.07,0.03,-2.99,0.35,0.17,0.59,-4.92,0.04,0.09,Upgrade
Investing Cash Flow,-207.58,-190.01,-125.91,-48.93,-67.98,-55.34,-40.72,-34.85,-22.15,-34.98,Upgrade
Dividends Paid,-6.24,-5.88,-5.69,-5.5,-5.33,-5.15,-4.94,-4.82,-4.64,-4.5,Upgrade
Share Issuance / Repurchase,-0.08,0.07,0.02,0.03,-0.11,-0.04,0.05,-0.04,-0.01,0.04,Upgrade
Debt Issued / Paid,50,9,-40,19.34,-3.76,-0.01,22.03,-5.55,1.9,-2.53,Upgrade
Other Financing Activities,106.83,100.78,250.28,37.26,59.2,49.91,37.25,8.34,33.71,8.36,Upgrade
Financing Cash Flow,150.52,103.97,204.61,51.13,50,44.71,54.39,-2.07,30.97,1.37,Upgrade
Net Cash Flow,-28.04,-56.85,71.64,13.85,-1.22,-0.77,21.31,-23.78,11.03,-15.79,Upgrade
Free Cash Flow,28.37,25.68,-8.07,5.23,13.9,7.88,5.91,10.84,0.03,16.53,Upgrade
Free Cash Flow Growth,10.46%,-,-,-62.38%,76.31%,33.44%,-45.52%,31785.29%,-99.79%,1022.00%,Upgrade
Free Cash Flow Margin,58.59%,52.76%,-17.77%,13.08%,36.93%,21.92%,16.99%,33.50%,0.11%,54.68%,Upgrade
Free Cash Flow Per Share,6.31,5.73,-1.80,1.17,3.11,1.77,1.32,2.43,0.01,3.71,Upgrade
