Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,"12,067","20,256","1,786","18,103","20,689","20,554","20,373","21,470","21,821","20,889",Upgrade
Depreciation & Amortization,"6,832","7,890","8,219","6,573","5,593","5,406","4,970","3,288","2,515","3,293",Upgrade
Share-Based Compensation,0,0,0,0,"2,255","2,046","1,945","1,958","1,459","1,649",Upgrade
Other Operating Activities,"7,034","-40,963","-9,545","-19,558","5,832","-11,016","-27,845","-12,236","-9,502","30,821",Upgrade
Operating Cash Flow,"27,048","-11,525","2,051","6,730","36,073","18,619","1,008","15,904","17,529","57,641",Upgrade
Operating Cash Flow Growth,-,-,-69.52%,-81.34%,93.74%,1747.12%,-93.66%,-9.27%,-69.59%,-1.54%,Upgrade
Acquisitions,0,0,0,0,0,0,"-30,584",-3,-174,0,Upgrade
Change in Investments,"-43,281","-11,401","121,770","-33,762","-10,567","-17,321","-118,138","-112,812","-135,012","-165,094",Upgrade
Other Investing Activities,805,"3,782",784,"4,131","2,813","4,169","6,803","5,580","6,806","11,602",Upgrade
Investing Cash Flow,"-42,476","-7,619","122,554","-29,631","-7,754","-13,152","-141,919","-107,235","-128,380","-153,492",Upgrade
Dividends Paid,"-5,293","-3,627","-6,142","-9,589","-9,314","-9,109","-9,038","-8,826","-8,143","-6,970",Upgrade
Share Issuance / Repurchase,"-6,033","-14,464","-3,415","-24,533","-20,001","-8,697","-6,701","-6,971","-7,574","-3,132",Upgrade
Debt Issued / Paid,"50,714","-70,449","-72,724","-8,890","9,561","-23,207","54,451","49,707","34,360","24,414",Upgrade
Other Financing Activities,"-99,033","77,302","81,038","33,876","-51,225","30,093","84,079","56,961","91,860","79,598",Upgrade
Financing Cash Flow,"-59,645","-11,238","-1,243","-9,136","-70,979","-10,920","122,791","90,871","110,503","93,910",Upgrade
Net Cash Flow,"-75,073","-30,382","123,362","-32,037","-42,660","-5,453","-18,120",-460,-348,"-1,941",Upgrade
Free Cash Flow,"27,048","-11,525","2,051","6,730","36,073","18,619","1,008","15,904","17,529","57,641",Upgrade
Free Cash Flow Growth,-,-,-69.52%,-81.34%,93.74%,1747.12%,-93.66%,-9.27%,-69.59%,-1.54%,Upgrade
Free Cash Flow Margin,36.66%,-14.68%,2.76%,7.75%,41.75%,21.69%,1.19%,19.02%,21.13%,70.75%,Upgrade
Free Cash Flow Per Share,7.11,-2.84,0.50,1.53,7.52,3.75,0.20,3.10,3.35,10.90,Upgrade
