Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,40.15,33.4,31.58,30.81,26.22,10.86,11.75,9.12,9.26,6.05,Upgrade
Depreciation & Amortization,7.76,7.71,7.23,6.25,6.45,6.56,6.98,6.59,6.52,6.61,Upgrade
Share-Based Compensation,1.6,0.84,0.81,1.56,1.38,1.28,1.26,1.11,1.35,1.3,Upgrade
Other Operating Activities,11.06,73.98,-88.23,15.07,0.57,20.08,2.64,16.95,8.02,20.9,Upgrade
Operating Cash Flow,60.57,115.92,-48.61,53.69,34.63,38.78,22.62,33.76,25.15,34.85,Upgrade
Operating Cash Flow Growth,-47.75%,-,-,55.05%,-10.70%,71.42%,-33.00%,34.23%,-27.83%,-38.55%,Upgrade
Capital Expenditures,-6.32,-5.19,-9.74,-3.76,-1.46,-4,-4.45,-4.7,-5.12,-2.69,Upgrade
Acquisitions,0,-4.48,-2.41,0,0,0,0,0,0,0,Upgrade
Change in Investments,-730.24,-445.18,-26.22,-43.93,-93.22,-93.53,-132.91,-192.35,-152.27,0.6,Upgrade
Other Investing Activities,-,-,-,0.81,0.66,-,-,-,-13.09,-,Upgrade
Investing Cash Flow,-736.57,-454.86,-38.36,-46.88,-94.02,-97.53,-137.36,-197.05,-170.47,-2.09,Upgrade
Dividends Paid,-11.19,-10.46,-9.57,-8.05,-5.46,-4.07,-2.89,-2.24,-1.57,0,Upgrade
Share Issuance / Repurchase,1.3,1.03,-1,-0.75,-7.23,0.81,-5.47,-5.47,0.31,1.11,Upgrade
Debt Issued / Paid,21.87,-47.27,69.79,-9.19,0.66,-6.18,-69.19,8.8,-8.84,-4.93,Upgrade
Other Financing Activities,226.46,495.3,572.11,113.6,61.98,57.59,109.44,156.06,10.55,-8.75,Upgrade
Financing Cash Flow,238.43,438.6,631.33,95.61,49.95,48.15,31.88,157.14,0.44,-12.56,Upgrade
Net Cash Flow,-434.7,106.81,550.13,102.42,-9.44,-10.61,-82.86,-6.15,-144.87,20.2,Upgrade
Free Cash Flow,54.24,110.73,-58.35,49.93,33.17,34.78,18.17,29.06,20.03,32.16,Upgrade
Free Cash Flow Growth,-51.01%,-,-,50.54%,-4.63%,91.40%,-37.47%,45.04%,-37.71%,-40.28%,Upgrade
Free Cash Flow Margin,25.60%,52.24%,-28.77%,32.34%,23.50%,26.25%,13.89%,22.55%,15.99%,24.86%,Upgrade
Free Cash Flow Per Share,3.20,6.57,-3.48,2.98,1.95,2.05,1.07,1.68,1.15,1.86,Upgrade
