Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2009
Net Income,218.4,300.13,118.54,64.87,57.24,64.38,69.19,56.09,43.21,32.69,Upgrade
Depreciation & Amortization,27.16,21.67,18.51,13.61,14.16,10.8,5.9,4,3.58,3.13,Upgrade
Share-Based Compensation,14.15,13.86,12.88,9.85,9.74,7.17,7.07,5.66,5.24,3.37,Upgrade
Other Operating Activities,-290.17,-79.01,-11.95,-24.51,1.88,-34.61,-0.27,-1.67,-594.53,682.84,Upgrade
Operating Cash Flow,-20.83,271.16,152.02,78.28,97.47,62.19,91.4,66.57,-542.5,722.04,Upgrade
Operating Cash Flow Growth,-,78.37%,94.20%,-19.69%,56.73%,-31.96%,37.31%,-,-,-,Upgrade
Capital Expenditures,-105.86,-22.86,-28.79,-50.07,-38.98,-24.36,-5.43,-2.94,-1.27,-3.89,Upgrade
Acquisitions,0,3.77,0,0,-1.5,0,-17,0,0,0,Upgrade
Change in Investments,"-1,204.36","-1,137.7","-6,396.1","-1,394.18",-64.14,-452.19,-937.68,"-1,670.81","-1,895.6","-1,538.66",Upgrade
Other Investing Activities,11.81,-44.46,-0.07,-0.19,0.53,-88.58,-1.43,-7.7,-25.05,-45.47,Upgrade
Investing Cash Flow,"-1,298.41","-1,201.26","-6,424.97","-1,444.44",-104.1,-565.13,-961.53,"-1,681.44","-1,921.92","-1,588.02",Upgrade
Share Issuance / Repurchase,-32.63,0.1,0.92,1.58,-9.39,2.72,70.99,0.81,0.08,89.75,Upgrade
Debt Issued / Paid,325,"-4,491.22","4,127.02",772.51,-31.25,170.56,88,95,396.14,95.34,Upgrade
Other Financing Activities,964.64,"5,245.89","2,625.85",742.44,-36.92,211.27,711.26,"1,412.64","2,206.15",727.94,Upgrade
Financing Cash Flow,"1,257.01",754.78,"6,753.79","1,516.53",-77.56,384.55,870.25,"1,508.44","2,602.37",913.03,Upgrade
Net Cash Flow,-62.23,-175.32,480.85,150.37,-84.19,-118.39,0.12,-106.43,137.96,47.05,Upgrade
Free Cash Flow,-126.69,248.31,123.23,28.21,58.49,37.84,85.98,63.63,-543.77,718.14,Upgrade
Free Cash Flow Growth,-,101.50%,336.85%,-51.77%,54.59%,-55.99%,35.12%,-,-,-,Upgrade
Free Cash Flow Margin,-21.26%,33.76%,30.45%,9.78%,18.79%,11.14%,28.39%,31.28%,-335.03%,577.65%,Upgrade
Free Cash Flow Per Share,-3.90,7.66,3.90,0.90,1.85,1.23,3.12,2.37,-20.34,26.44,Upgrade
