Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Net Income,196.29,224.75,201.21,192.74,128.26,76.51,53.54,38.79,28.98,19.8,Upgrade
Depreciation & Amortization,14.93,12.39,12.73,11.78,8.39,8.2,8.73,7.83,6.57,5.03,Upgrade
Share-Based Compensation,12.99,10,8.69,7.83,5.42,3.37,5.43,4.31,2.91,1.47,Upgrade
Other Operating Activities,-6.99,30.3,-68.34,-39.03,16.68,-5.28,12.58,-7.41,-2.87,4.47,Upgrade
Operating Cash Flow,217.23,277.43,154.3,173.32,158.74,82.8,80.28,43.52,35.59,30.76,Upgrade
Operating Cash Flow Growth,-21.70%,79.81%,-10.98%,9.18%,91.73%,3.14%,84.47%,22.28%,15.69%,72.73%,Upgrade
Capital Expenditures,-62.77,-71.34,-19.11,-29.58,-23.63,-14.21,-5.81,-9.54,-4.86,-6.45,Upgrade
Acquisitions,0,0,0,18.87,13.71,71.75,-2.51,128.81,225.78,4.38,Upgrade
Change in Investments,"-1,627.2",-213.13,"-1,452.28",-664.08,-641.78,-720.89,-585.99,-485.63,-343.16,-284.21,Upgrade
Other Investing Activities,1.34,-10,-,0.8,-5,1.01,-15,-,-,-10,Upgrade
Investing Cash Flow,"-1,688.63",-294.46,"-1,471.39",-673.99,-656.71,-662.33,-609.3,-366.36,-122.24,-296.28,Upgrade
Dividends Paid,-63.49,-56.86,-45.27,-43.3,-15.91,-10.23,-6.29,-5.82,-3.91,-6.8,Upgrade
Share Issuance / Repurchase,-119.75,-32.13,-5.82,-51.66,2.53,26.87,19.93,0,0,86.57,Upgrade
Debt Issued / Paid,133,-254.5,159.4,-83.15,-300.67,90.02,218.3,46.5,12.2,-31.9,Upgrade
Other Financing Activities,-432.49,"1,154.98","2,457.59","1,113.17",511.69,398.96,508.83,251.39,309.35,208.42,Upgrade
Financing Cash Flow,-482.73,811.49,"2,565.91",935.06,197.64,505.61,740.78,292.07,317.64,256.28,Upgrade
Net Cash Flow,"-1,954.12",794.46,"1,248.82",434.39,-300.32,-73.93,211.75,-30.77,230.99,-9.24,Upgrade
Free Cash Flow,154.46,206.1,135.18,143.74,135.11,68.59,74.47,33.98,30.72,24.32,Upgrade
Free Cash Flow Growth,-25.05%,52.46%,-5.95%,6.39%,96.99%,-7.90%,119.15%,10.60%,26.36%,194.76%,Upgrade
Free Cash Flow Margin,25.52%,34.59%,24.20%,25.30%,37.68%,22.98%,38.40%,21.11%,23.20%,29.60%,Upgrade
Free Cash Flow Per Share,3.75,4.80,3.13,3.35,4.43,2.47,4.03,1.99,1.80,2.01,Upgrade
