Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Net Income,29.12,46.71,18.33,27.86,22.29,13.05,13.04,10.17,5.71,4.37,Upgrade
Depreciation & Amortization,3.7,2.32,2.19,1.92,1.76,1.46,1.25,1.31,1.21,1.21,Upgrade
Share-Based Compensation,2.03,1.65,1.4,1.7,1.5,1.26,2,0.76,0.63,0.52,Upgrade
Other Operating Activities,15.47,27.39,-1.3,-13.16,6.16,1.43,0.8,7.87,-3.73,1.75,Upgrade
Operating Cash Flow,50.31,78.07,20.62,18.31,31.7,17.19,17.09,20.11,4.73,8.59,Upgrade
Operating Cash Flow Growth,-35.56%,278.63%,12.62%,-42.25%,84.39%,0.61%,-15.01%,324.71%,-44.88%,-27.68%,Upgrade
Capital Expenditures,-13.86,-26.46,-4.38,-8.43,-1.94,-5.38,-5.43,-4.65,-2.23,-2.3,Upgrade
Change in Investments,-778.73,-376.67,-226.39,-262.15,-299.77,-226.78,-134.49,-169.31,-128.56,-83.76,Upgrade
Other Investing Activities,-,-7.5,-,-5,-,-6.85,-,-2,-,-2,Upgrade
Investing Cash Flow,-792.58,-410.63,-230.77,-275.58,-301.71,-239.02,-139.92,-175.96,-130.78,-88.06,Upgrade
Share Issuance / Repurchase,0.91,3.01,1.39,1.77,0.9,25.46,1.1,0.63,24.73,0.19,Upgrade
Debt Issued / Paid,175,-25,-85,82.46,-17.2,-48,0,-20,11.1,-13.19,Upgrade
Other Financing Activities,570.04,421.07,266.63,227.99,267.01,289.97,105.42,196.83,92.28,102.26,Upgrade
Financing Cash Flow,745.94,399.08,183.02,312.22,250.71,267.44,106.52,177.45,128.11,89.26,Upgrade
Net Cash Flow,3.67,66.52,-27.13,54.94,-19.29,45.61,-16.31,21.6,2.06,9.79,Upgrade
Free Cash Flow,36.45,51.61,16.24,9.88,29.76,11.81,11.66,15.46,2.51,6.29,Upgrade
Free Cash Flow Growth,-29.37%,217.83%,64.39%,-66.81%,151.95%,1.29%,-24.55%,516.02%,-60.10%,-33.83%,Upgrade
Free Cash Flow Margin,36.07%,44.02%,20.94%,12.35%,43.48%,20.29%,22.62%,35.33%,7.24%,21.43%,Upgrade
Free Cash Flow Per Share,4.58,6.58,2.10,1.31,4.03,1.69,1.85,2.49,0.50,1.47,Upgrade
