Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,628.36,400.99,212.75,374.85,351.7,246.83,198.42,195.36,188.5,168.04,Upgrade
Depreciation & Amortization,138.58,58.69,64.48,89.72,89.73,82.62,93.78,89.23,81.34,97.41,Upgrade
Share-Based Compensation,54.1,13.66,12.18,12.63,11.61,12.28,11.44,10.94,10.22,10.66,Upgrade
Other Operating Activities,498.99,207.37,83.27,-181.22,7.64,94.64,85.8,-2.11,-48.3,176.42,Upgrade
Operating Cash Flow,"1,335.95",688.59,380.55,303.85,469.41,444.97,398.15,302.79,243,463.95,Upgrade
Operating Cash Flow Growth,94.01%,80.95%,25.24%,-35.27%,5.49%,11.76%,31.49%,24.61%,-47.63%,80.47%,Upgrade
Capital Expenditures,-28.46,-13.37,-20.41,-25.72,-32.39,-25.19,-39.18,-35.47,-26.47,-20.58,Upgrade
Acquisitions,459.55,0,0,0,-107.36,0,0,"1,396.41",0,0,Upgrade
Change in Investments,"-7,641.89","-2,398.79","-2,281.58","-2,548.47","-1,190.45",-521.79,"-1,605.03","-2,099.56","-1,654.48","-1,126.05",Upgrade
Other Investing Activities,24.46,7.07,13.38,24.43,12.28,15.93,9.21,-35.58,11.17,9.51,Upgrade
Investing Cash Flow,"-7,186.34","-2,405.09","-2,288.61","-2,549.76","-1,317.92",-531.05,"-1,635.01",-774.18,"-1,669.79","-1,137.12",Upgrade
Dividends Paid,-247.77,-144.81,-144.97,-140.78,-114.96,-94.63,-89.52,-80.96,-67.43,-48.95,Upgrade
Share Issuance / Repurchase,-321.4,3.49,-76.32,-12.38,-9.99,-3.33,0.56,-9.5,-10.41,2.8,Upgrade
Debt Issued / Paid,"5,899.31",-442.63,"-1,860.39",876.58,88.31,"-1,472.05",-23.09,-294.64,724.78,377.76,Upgrade
Other Financing Activities,898.62,"2,498.9","3,994.94","1,450.89",957.87,"1,692.75","1,339.89",842.27,787.85,312.9,Upgrade
Financing Cash Flow,"6,228.76","1,914.96","1,913.27","2,174.3",921.23,122.75,"1,227.83",457.17,"1,434.78",644.5,Upgrade
Net Cash Flow,378.37,198.47,5.21,-71.6,72.71,36.66,-9.03,-14.22,7.99,-28.67,Upgrade
Free Cash Flow,"1,307.49",675.22,360.14,278.13,437.02,419.78,358.96,267.33,216.52,443.37,Upgrade
Free Cash Flow Growth,93.64%,87.49%,29.48%,-36.36%,4.11%,16.94%,34.28%,23.46%,-51.16%,87.49%,Upgrade
Free Cash Flow Margin,59.58%,52.79%,34.66%,23.13%,38.09%,41.36%,38.74%,31.34%,27.29%,58.78%,Upgrade
Free Cash Flow Per Share,7.51,7.45,3.99,3.02,4.74,4.56,3.91,2.92,2.40,4.91,Upgrade
