Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,220.68,205.53,148.6,164.46,159.14,96.07,81.05,65.38,60.16,42.15,Upgrade
Depreciation & Amortization,11.82,10.7,11.01,9.38,8.84,7.97,7.16,6.26,6.01,4.67,Upgrade
Share-Based Compensation,4.65,4.76,4.6,4.12,3.59,2.83,2.6,2.27,2.12,1.77,Upgrade
Other Operating Activities,29.49,-13.61,39.62,-1.23,8.66,19.64,12.91,-17.26,7.55,132.16,Upgrade
Operating Cash Flow,268.05,207.38,203.83,176.73,180.24,126.5,103.72,56.66,75.84,183.13,Upgrade
Operating Cash Flow Growth,29.25%,1.74%,15.34%,-1.95%,42.48%,21.97%,83.06%,-25.29%,-58.59%,160.61%,Upgrade
Acquisitions,137.78,-2.93,0,10.21,0,54.54,0,7.22,-10.08,10.99,Upgrade
Change in Investments,-595.84,"-1,464.31","-1,552","-1,010.92",-588.34,-704.06,-457.33,-360.19,-136.04,-158.73,Upgrade
Other Investing Activities,11.62,-2.21,-0.02,-5.69,12.76,14.19,8.63,12.58,20.13,9.58,Upgrade
Investing Cash Flow,-446.44,"-1,469.45","-1,552.03","-1,006.4",-575.58,-635.33,-448.7,-340.39,-125.99,-138.16,Upgrade
Dividends Paid,-72.75,-61.23,-56.54,-51.28,-41.66,-31.82,-22.2,-15.65,-10.69,-5.61,Upgrade
Share Issuance / Repurchase,2.41,-23.37,-54.07,-17.37,2.81,3.39,1.46,0.55,-0.04,-0.05,Upgrade
Debt Issued / Paid,485.5,-50.66,-47.79,-43.87,-162.33,64.02,125.35,120.85,-111.27,131.7,Upgrade
Other Financing Activities,-281.32,"1,371.57","1,522.29",980.14,580.87,500.21,266.14,161.54,181.34,-163.03,Upgrade
Financing Cash Flow,133.84,"1,236.31","1,363.89",867.63,379.68,535.81,370.74,267.29,59.33,-37,Upgrade
Net Cash Flow,-44.55,-25.75,15.7,37.95,-15.66,26.98,25.76,-16.45,9.18,7.97,Upgrade
Free Cash Flow,268.05,207.38,203.83,176.73,180.24,126.5,103.72,56.66,75.84,183.13,Upgrade
Free Cash Flow Growth,29.25%,1.74%,15.34%,-1.95%,42.48%,21.97%,83.06%,-25.29%,-58.59%,160.61%,Upgrade
Free Cash Flow Margin,43.84%,39.88%,47.03%,40.12%,44.17%,37.30%,36.26%,21.31%,30.79%,89.93%,Upgrade
Free Cash Flow Per Share,4.50,3.85,3.76,3.17,3.63,2.57,2.54,1.50,2.10,6.35,Upgrade
