Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,54.81,29.32,26.21,17.7,10.49,7.09,7.8,6.04,5.35,4.62,Upgrade
Depreciation & Amortization,8.23,6.37,6.45,6.07,3.62,1.57,1.78,1.59,1.3,1.29,Upgrade
Share-Based Compensation,1.14,0.7,0.41,0.35,0.27,0.15,0.05,0.03,0,0,Upgrade
Other Operating Activities,-4.19,29.51,-19.01,-16.29,-3.5,3.09,12.21,5.03,1.67,4.45,Upgrade
Operating Cash Flow,59.99,65.9,14.07,7.83,10.98,11.9,21.85,13.17,8.67,10.68,Upgrade
Operating Cash Flow Growth,-8.97%,368.40%,79.66%,-28.70%,-7.67%,-45.56%,65.84%,51.95%,-18.84%,13.64%,Upgrade
Capital Expenditures,-4.03,-3.44,-3.62,-2.62,-8.96,-4.68,-0.78,-1.46,-1.01,-0.59,Upgrade
Acquisitions,-19.82,315.29,0,0,72.62,0,0,8.1,0,0,Upgrade
Change in Investments,-681.11,-142.69,-586.56,-25.81,-42.23,-159.26,-87.02,-45.94,-41.96,-25.97,Upgrade
Other Investing Activities,0.24,0.21,1.26,1.45,0.42,0.14,0.99,0.4,1.08,2.96,Upgrade
Investing Cash Flow,-704.71,169.37,-588.91,-26.99,21.85,-163.8,-86.8,-38.9,-41.89,-23.61,Upgrade
Dividends Paid,-12.74,-8.87,-6.5,-6.69,-4.51,-2.2,-2.45,-1.79,-1.58,-0.87,Upgrade
Share Issuance / Repurchase,-2.59,70.42,-1.48,0.27,0.24,0.15,0.08,0.07,0.05,0.06,Upgrade
Debt Issued / Paid,25.79,-125.96,167.83,-61.83,3.97,33.39,-58.32,14.79,6.56,24.47,Upgrade
Other Financing Activities,-218.61,439.18,579.7,186.37,-15.98,98.11,158.33,16.06,29.44,-17.58,Upgrade
Financing Cash Flow,-208.15,374.76,739.54,118.12,-16.28,129.44,97.64,29.13,34.48,6.07,Upgrade
Net Cash Flow,-852.87,610.03,164.69,98.97,16.55,-22.46,32.69,3.4,1.26,-6.85,Upgrade
Free Cash Flow,55.96,62.46,10.45,5.21,2.03,7.22,21.07,11.71,7.66,10.09,Upgrade
Free Cash Flow Growth,-10.41%,497.80%,100.40%,157.48%,-71.94%,-65.75%,79.91%,52.89%,-24.10%,19.50%,Upgrade
Free Cash Flow Margin,33.47%,49.12%,10.25%,6.41%,3.22%,16.80%,54.14%,33.53%,27.49%,39.54%,Upgrade
Free Cash Flow Per Share,3.52,5.78,1.24,0.61,0.24,1.70,4.98,2.77,2.19,2.89,Upgrade
