Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Net Income,40.43,74.2,38.66,54.96,47.38,49.99,46.05,37.07,31.58,22.15,Upgrade
Depreciation & Amortization,1.38,1.28,0.99,1.16,1.16,0.89,0.71,0.63,0.3,0.31,Upgrade
Share-Based Compensation,10.66,7.42,7.74,9.08,8.9,8.58,1.94,5.65,6.34,6.54,Upgrade
Other Operating Activities,-12.99,-56.58,12.38,-8.24,-29.3,1.46,-28.63,8.68,4.4,5.58,Upgrade
Operating Cash Flow,39.48,26.31,59.77,56.97,28.13,60.92,20.07,52.03,42.62,34.58,Upgrade
Operating Cash Flow Growth,50.05%,-55.98%,4.93%,102.51%,-53.82%,203.51%,-61.42%,22.08%,23.25%,40.88%,Upgrade
Capital Expenditures,-0.1,-1.1,-2.45,-0.71,-0.78,-1.11,-0.48,-1.55,-1.5,-0.53,Upgrade
Acquisitions,0,0,0,0,0,0,1.16,0,0,0,Upgrade
Change in Investments,6.14,28.37,10.86,11.56,-3.48,-17.45,-6.41,-10.32,-25.18,2.05,Upgrade
Investing Cash Flow,6.03,27.26,8.41,10.86,-4.26,-18.55,-5.73,-11.88,-26.69,1.52,Upgrade
Dividends Paid,-30.7,-72.96,-37.98,-30.28,-28.09,-24.28,-20.47,-17.03,-13.25,-9.77,Upgrade
Share Issuance / Repurchase,-38.2,-7.22,-18.65,-38.75,-7.23,0,0,0,0,0,Upgrade
Other Financing Activities,6.03,8.67,-6.26,9.95,19.28,1.32,5.84,-1.43,-0.01,-1.1,Upgrade
Financing Cash Flow,-62.87,-71.5,-62.88,-59.08,-16.04,-22.95,-14.63,-18.46,-13.26,-10.87,Upgrade
Net Cash Flow,-17.36,-17.93,5.3,8.75,7.83,19.41,-0.28,21.7,2.67,25.24,Upgrade
Free Cash Flow,39.38,25.21,57.32,56.26,27.35,59.81,19.59,50.48,41.12,34.06,Upgrade
Free Cash Flow Growth,56.23%,-56.03%,1.89%,105.71%,-54.28%,205.37%,-61.20%,22.78%,20.73%,40.00%,Upgrade
Free Cash Flow Margin,25.49%,13.84%,45.35%,41.18%,18.78%,41.19%,14.39%,40.57%,39.32%,41.82%,Upgrade
Free Cash Flow Per Share,12.67,7.93,17.83,16.37,7.79,17.34,5.75,15.40,12.86,10.84,Upgrade
