Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,"2,660","2,572","2,257","2,009","2,404","1,972","1,968","1,848","1,958","2,016",Upgrade
Depreciation & Amortization,918,"1,312","1,276","1,101",977,871,722,604,477,461,Upgrade
Other Operating Activities,"8,376","-10,594",-1,"2,580","6,794","4,097",-400,"-3,855","-2,996","-4,501",Upgrade
Operating Cash Flow,"11,954","-6,710","3,532","5,690","10,175","6,940","2,290","-1,403",-561,"-2,024",Upgrade
Operating Cash Flow Growth,-,-,-37.93%,-44.08%,46.61%,203.06%,-,-,-,-,Upgrade
Capital Expenditures,-734,-811,-560,-730,-609,-637,-613,-703,-427,-388,Upgrade
Acquisitions,0,-333,0,-54,"-2,595",172,-437,0,0,0,Upgrade
Change in Investments,"7,499","-1,269","-66,309","-2,562","-1,368",411,"5,110","25,625","-28,214","-13,836",Upgrade
Other Investing Activities,51,241,"1,335",720,76,102,170,73,149,139,Upgrade
Investing Cash Flow,"6,816","-2,172","-65,534","-2,626","-4,496",48,"4,230","24,995","-28,492","-14,085",Upgrade
Dividends Paid,-972,-866,-889,-930,-828,-768,-723,-655,-539,-486,Upgrade
Share Issuance / Repurchase,"-1,623",961,-593,"-1,666",676,"-1,418","-1,487","-1,738","-1,868","-2,108",Upgrade
Debt Issued / Paid,"3,735","-5,797","6,224","-1,140",-278,"-1,745",-217,"-5,246","1,781","1,196",Upgrade
Other Financing Activities,"-19,571","14,748","57,425",762,"-4,041","-2,257","-3,986","-16,601","28,314","18,137",Upgrade
Financing Cash Flow,"-18,431","9,046","62,167","-2,974","-4,471","-6,188","-6,413","-24,240","27,688","16,739",Upgrade
Net Cash Flow,339,164,165,90,"1,208",800,107,-648,"-1,365",630,Upgrade
Free Cash Flow,"11,220","-7,521","2,972","4,960","9,566","6,303","1,677","-2,106",-988,"-2,412",Upgrade
Free Cash Flow Growth,-,-,-40.08%,-48.15%,51.77%,275.85%,-,-,-,-,Upgrade
Free Cash Flow Margin,92.36%,-62.53%,25.40%,42.19%,78.86%,55.95%,16.43%,-20.33%,-9.62%,-24.45%,Upgrade
Free Cash Flow Per Share,30.72,-21.33,8.42,13.41,25.72,16.82,4.28,-5.16,-2.33,-5.41,Upgrade
