Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2002
Net Income,5.71,6.19,4.56,4.09,4,3.38,3.52,3.34,3.16,3.74,Upgrade
Depreciation & Amortization,0.86,0.87,0.84,0.81,0.77,0.85,0.87,0.83,0.75,0.7,Upgrade
Share-Based Compensation,0.23,0.26,0.22,0.32,0.45,0.44,0.22,0.22,0.11,0.04,Upgrade
Other Operating Activities,1.35,1.24,-0.02,0.62,0.9,1.16,-0.3,0.57,0.33,0.9,Upgrade
Operating Cash Flow,8.14,8.55,5.6,5.84,6.11,5.83,4.29,4.96,4.35,5.38,Upgrade
Operating Cash Flow Growth,-4.85%,52.61%,-3.99%,-4.55%,4.93%,35.70%,-13.48%,14.17%,-19.23%,-20.30%,Upgrade
Capital Expenditures,-0.41,-0.63,-0.4,-0.81,-0.82,-1.48,-0.47,-0.46,-0.63,-0.66,Upgrade
Change in Investments,-57.12,-5.29,-62.42,-64,-36.78,-35.31,-4.9,9.52,16.2,-11.04,Upgrade
Other Investing Activities,0.32,0.17,0.68,0.08,-1.49,0.33,-1.88,0.85,0.6,0.55,Upgrade
Investing Cash Flow,-57.2,-5.74,-62.14,-64.73,-39.09,-36.46,-7.25,9.91,16.17,-11.15,Upgrade
Dividends Paid,-1.44,-1.08,-1.02,-1.27,-0.88,-0.74,-0.89,-0.61,-0.59,-0.59,Upgrade
Share Issuance / Repurchase,-0.09,-2.26,-1.59,-1.41,-1.45,-0.27,0.66,-0.13,0.57,-0.05,Upgrade
Debt Issued / Paid,15.71,-7.79,-4.95,10.1,-2.17,7.82,-2.3,2.07,-0.59,-5.86,Upgrade
Other Financing Activities,-23.07,32.93,76.78,51.02,27.31,19.26,16.74,-17.78,-1.3,9.69,Upgrade
Financing Cash Flow,-8.88,21.8,69.22,58.43,22.81,26.07,14.21,-16.46,-1.91,3.2,Upgrade
Net Cash Flow,-57.95,24.61,12.69,-0.46,-10.16,-4.57,11.25,-1.58,18.61,-2.56,Upgrade
Free Cash Flow,7.73,7.92,5.2,5.03,5.3,4.35,3.83,4.5,3.72,4.73,Upgrade
Free Cash Flow Growth,-2.45%,52.27%,3.54%,-5.10%,21.83%,13.62%,-15.05%,21.08%,-21.27%,-4.18%,Upgrade
Free Cash Flow Margin,29.37%,32.30%,24.43%,24.32%,26.46%,22.97%,21.06%,26.28%,22.49%,27.72%,Upgrade
Free Cash Flow Per Share,1.35,1.39,0.89,0.85,0.88,0.71,0.63,0.75,0.63,0.80,Upgrade
