Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,597,"1,379",514,"1,009.46",89.04,482.75,996.34,977.87,"1,199.16","1,259.38",Upgrade
Share-Based Compensation,45,43,39,34.02,32.37,30.3,26.4,21.24,21.2,31.84,Upgrade
Other Operating Activities,"3,053","2,411","2,321",808.52,488.66,649.65,360.86,109.13,-165.59,-192.97,Upgrade
Operating Cash Flow,"3,695","3,833","2,874","1,852",610.07,"1,162.69","1,383.6","1,108.24","1,054.76","1,098.26",Upgrade
Operating Cash Flow Growth,-3.60%,33.37%,55.18%,203.57%,-47.53%,-15.97%,24.85%,5.07%,-3.96%,58.11%,Upgrade
Acquisitions,0,0,0,0,0,0,47.72,3.93,0,0,Upgrade
Change in Investments,"-3,418","-3,870","-3,683","-1,412.49",-279.62,-732.58,-705.59,-685.04,-758.57,-224,Upgrade
Other Investing Activities,-,1,-,-,-,-,-,-,-,-,Upgrade
Investing Cash Flow,"-3,418","-3,869","-3,683","-1,412.49",-279.62,-732.58,-657.87,-681.1,-758.57,-224,Upgrade
Dividends Paid,-255,-247,-249,-234.32,-216.22,-207.24,-195.38,-175.11,-145.91,-106.68,Upgrade
Share Issuance / Repurchase,-98,-256,-230,-41.37,-100.37,-68.22,-386.13,-386.46,-482.19,-570.42,Upgrade
Debt Issued / Paid,-6,"1,177","1,278",0,0,0,0,0,400,-329.9,Upgrade
Other Financing Activities,-,-,1,-,-,-,-,-11.6,-250,230.5,Upgrade
Financing Cash Flow,-359,674,800,-275.69,-316.59,-275.46,-581.52,-573.17,-478.1,-776.49,Upgrade
Net Cash Flow,-42,639,-6,151.94,21.03,153.15,198.26,-153.82,-173.91,74.33,Upgrade
Free Cash Flow,"3,695","3,833","2,874","1,852",610.07,"1,162.69","1,383.6","1,108.24","1,054.76","1,098.26",Upgrade
Free Cash Flow Growth,-3.60%,33.37%,55.18%,203.57%,-47.53%,-15.97%,24.85%,5.07%,-3.96%,58.11%,Upgrade
Free Cash Flow Margin,30.64%,32.30%,29.94%,22.50%,8.29%,17.56%,23.88%,19.52%,18.57%,19.47%,Upgrade
Free Cash Flow Per Share,94.34,97.36,71.91,45.41,15.01,28.31,33.85,25.72,23.31,22.93,Upgrade
