Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,10.35,8.04,7.45,9.74,8.83,7.85,8.15,7.86,7.45,7.12,Upgrade
Depreciation & Amortization,1.53,1.24,1.67,1.16,0.94,1.02,1.2,1.17,0.78,0.83,Upgrade
Other Operating Activities,-0.89,3.04,0.61,-0.05,2.37,0.54,1.14,1.83,2.3,5.78,Upgrade
Operating Cash Flow,10.98,12.32,9.73,10.85,12.14,9.4,10.49,10.85,10.53,13.73,Upgrade
Operating Cash Flow Growth,-10.88%,26.64%,-10.34%,-10.63%,29.15%,-10.36%,-3.36%,3.05%,-23.27%,-8.88%,Upgrade
Capital Expenditures,-2.83,-20.18,-8.36,-1.81,-0.24,-1.62,-1.21,-1.53,-0.74,0.69,Upgrade
Change in Investments,-88.13,-98.67,-95.26,25.89,-11.81,-37.99,-11.38,-0.15,-3.24,-13.75,Upgrade
Other Investing Activities,-,-,0.69,-,-,-,-,1.32,-,-,Upgrade
Investing Cash Flow,-90.96,-118.84,-102.92,24.09,-12.05,-39.61,-12.58,-0.36,-3.98,-13.07,Upgrade
Dividends Paid,-3.72,-3.68,-3.64,-3.58,-3.5,-3.35,-3.28,-3.21,-3.13,-3.06,Upgrade
Share Issuance / Repurchase,-0.5,-1.62,0,-2.72,0,0,0,0,0,0,Upgrade
Debt Issued / Paid,-0.9,1.06,1.32,-1.23,-3.58,-0.71,-2.8,-7.09,1.32,-37.35,Upgrade
Other Financing Activities,-43.91,154.45,115.64,-0.04,-33.47,18.52,15.52,30.24,24.55,32.03,Upgrade
Financing Cash Flow,-49.03,150.21,113.33,-7.57,-40.54,14.46,9.44,19.94,22.73,-8.39,Upgrade
Net Cash Flow,-129.01,43.68,20.13,27.37,-40.45,-15.75,7.35,30.43,29.28,-7.73,Upgrade
Free Cash Flow,8.15,-7.86,1.37,9.04,11.9,7.78,9.28,9.32,9.79,14.41,Upgrade
Free Cash Flow Growth,-,-,-84.81%,-24.03%,52.91%,-16.14%,-0.40%,-4.79%,-32.09%,6.65%,Upgrade
Free Cash Flow Margin,24.95%,-27.20%,4.80%,28.42%,41.19%,27.53%,34.89%,34.45%,38.63%,51.80%,Upgrade
Free Cash Flow Per Share,2.32,-2.22,0.39,2.52,3.27,2.14,2.55,2.56,2.69,3.96,Upgrade
