Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,102.19,126.05,63.08,49.37,46.25,32.27,28.84,26.42,24.29,22.24,Upgrade
Depreciation & Amortization,11.08,12.51,12.96,5.35,5,4.86,3.89,3.97,4.05,4.35,Upgrade
Share-Based Compensation,1.68,2.12,0.94,0.74,0.83,0.88,0.6,0.8,-0.04,0.83,Upgrade
Other Operating Activities,65.15,24.47,-132.6,-15.77,0.97,-2.05,-6.35,-0.54,1.76,11.95,Upgrade
Operating Cash Flow,180.1,165.16,-55.62,39.69,53.06,35.96,26.98,30.65,30.07,39.36,Upgrade
Operating Cash Flow Growth,9.04%,-,-,-25.20%,47.55%,33.25%,-11.97%,1.95%,-23.62%,23.36%,Upgrade
Capital Expenditures,-5.57,-3.02,-5.36,-3.13,-4.15,-2.41,-2.11,-1.63,-4.85,-2.05,Upgrade
Acquisitions,-0.44,0,52.45,-1.6,0,19.36,0,-0.3,0,0,Upgrade
Change in Investments,"-1,201.6",-313.42,-590.02,-216.15,-227.78,-130.38,-158.08,-151.73,-98.42,-70.73,Upgrade
Other Investing Activities,0.64,-16.37,1.08,-4.46,18.91,-19.45,1.71,-0.59,-0.39,2.9,Upgrade
Investing Cash Flow,"-1,206.97",-332.81,-541.85,-225.35,-213.02,-132.88,-158.48,-154.25,-103.66,-69.87,Upgrade
Dividends Paid,-42.8,-38.95,-32.9,-15.62,-13.04,-9.86,-7.89,-7.16,-5.94,-3.91,Upgrade
Share Issuance / Repurchase,-26.82,-29.58,-10.17,-14.84,-6.12,0.27,-5.52,-6.9,-14.52,-1.41,Upgrade
Debt Issued / Paid,"1,063.08",238.47,668.55,248.41,-18.64,121.2,164.14,116.48,27.67,78.31,Upgrade
Other Financing Activities,-,-,-,-,183.04,-,-,-11.98,-,-,Upgrade
Financing Cash Flow,993.47,169.95,625.48,217.96,145.24,111.61,150.73,90.44,7.22,73,Upgrade
Net Cash Flow,-33.41,2.3,28.01,32.29,-14.73,14.69,19.23,-33.17,-66.38,42.49,Upgrade
Free Cash Flow,174.53,162.14,-60.98,36.55,48.9,33.54,24.88,29.02,25.21,37.32,Upgrade
Free Cash Flow Growth,7.64%,-,-,-25.26%,45.79%,34.82%,-14.27%,15.10%,-32.43%,30.04%,Upgrade
Free Cash Flow Margin,60.02%,51.68%,-25.04%,23.17%,33.45%,25.07%,22.08%,27.45%,25.16%,38.65%,Upgrade
Free Cash Flow Per Share,4.91,4.38,-1.64,1.85,2.40,1.65,1.39,1.58,1.35,1.91,Upgrade
