Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,162.31,323.22,154.91,78.62,47.52,48.66,55.48,-6.2,29.75,63.03,Upgrade
Depreciation & Amortization,57.18,36.39,19.22,22.53,24.93,25.88,30.04,30.3,24.23,17.92,Upgrade
Share-Based Compensation,12.28,11.97,5.75,2.1,4.81,5.3,2.98,4.45,4.02,1.01,Upgrade
Other Operating Activities,-39.91,18.72,95.93,63.12,6.91,28.23,34.46,51.98,5.99,5.24,Upgrade
Operating Cash Flow,191.86,390.29,275.81,166.36,84.18,108.07,122.96,80.51,63.99,87.19,Upgrade
Operating Cash Flow Growth,-50.84%,41.51%,65.79%,97.63%,-22.11%,-12.11%,52.72%,25.82%,-26.61%,-27.66%,Upgrade
Capital Expenditures,-47.3,-29.12,-14.76,-15.73,-10.59,-15.89,-17.46,-15.44,-16.02,-15.11,Upgrade
Acquisitions,-142.86,-599.98,-199.54,0,-18.74,-17.36,1.27,-3.96,-39.99,-14.92,Upgrade
Change in Investments,-110.95,2.25,-18.44,21.19,36.41,-70.24,-40.76,-50.89,-27.52,-51.22,Upgrade
Other Investing Activities,0.45,-18.43,1.37,1.57,2.3,0.46,0.18,1.5,4.97,2.89,Upgrade
Investing Cash Flow,-300.67,-645.28,-231.37,7.04,9.38,-103.04,-56.77,-68.79,-78.56,-78.36,Upgrade
Dividends Paid,-44.67,-36.64,-30.23,-28.35,-28.26,-28.14,-27.84,-18.01,-2.33,-2.16,Upgrade
Share Issuance / Repurchase,2.57,0.46,107.91,-0.53,-1.18,-0.73,-1.05,-27.95,-22.05,0,Upgrade
Debt Issued / Paid,-36.99,387.54,-9.13,2.6,-5.59,0.03,-2.58,30.16,59.44,-1.8,Upgrade
Other Financing Activities,-44.13,-40.99,-14.26,-11.48,-12.73,-14.76,-27.87,-9.75,-9.03,-14.24,Upgrade
Financing Cash Flow,-123.22,310.37,54.3,-37.76,-47.76,-43.6,-59.34,-25.55,26.03,-18.2,Upgrade
Net Cash Flow,-237.55,53.24,102.07,138.54,41.99,-35.69,6.71,-21.49,6.27,-14.25,Upgrade
Free Cash Flow,144.56,361.17,261.04,150.63,73.58,92.17,105.5,65.07,47.97,72.07,Upgrade
Free Cash Flow Growth,-59.98%,38.36%,73.30%,104.71%,-20.17%,-12.63%,62.13%,35.64%,-33.44%,-33.56%,Upgrade
Free Cash Flow Margin,4.74%,11.06%,11.49%,8.02%,3.90%,4.76%,5.26%,3.20%,2.56%,3.74%,Upgrade
Free Cash Flow Per Share,5.34,13.47,10.53,6.38,3.13,3.93,4.51,2.76,2.11,3.26,Upgrade
