Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,303.2,284.76,266.4,210.54,181.88,116.38,121.13,116.13,112.76,95.64,Upgrade
Depreciation & Amortization,36.49,32.04,30.79,27.08,22.29,17.25,18.26,17.33,14.92,12.89,Upgrade
Share-Based Compensation,5.37,4.35,3.63,7.48,3.12,2.95,1.84,1.7,0.72,1.23,Upgrade
Other Operating Activities,125.6,250.9,-111.27,-18.45,73.42,118.16,51.85,41.62,54.34,224.33,Upgrade
Operating Cash Flow,470.66,572.05,189.55,226.65,280.71,254.74,193.09,176.77,182.73,334.1,Upgrade
Operating Cash Flow Growth,-17.72%,201.80%,-16.37%,-19.26%,10.19%,31.93%,9.23%,-3.26%,-45.30%,81.78%,Upgrade
Capital Expenditures,-23.24,-9.44,-11.72,-16.4,-18.64,-10.13,-8.31,-18.22,-14.39,-8.98,Upgrade
Acquisitions,-40.97,"1,600.08",31.63,62.99,63.31,-18.61,0.06,16.85,-2.11,26.16,Upgrade
Change in Investments,"-1,289.79","-5,499.45","-3,583.6",-89.27,-918.43,51.95,-413.5,-681.08,175.39,132.06,Upgrade
Other Investing Activities,2.22,2.11,-,-,1.33,0.44,0.44,1.14,-,-,Upgrade
Investing Cash Flow,"-1,351.78","-3,906.7","-3,563.7",-42.68,-872.42,23.66,-421.31,-681.31,158.89,149.24,Upgrade
Dividends Paid,-157.54,-145.56,-131.26,-124.47,-85.49,-111.72,-84.04,-79.46,-50.94,-44.23,Upgrade
Share Issuance / Repurchase,0.14,0.27,0.99,2.9,0.02,0,0,0,0,0,Upgrade
Debt Issued / Paid,"1,734.24",19.74,389.49,-219.79,83.14,-28.29,-95.85,119.44,-460.46,-139.91,Upgrade
Other Financing Activities,-731.41,"3,264.75","3,417.12",284.56,597.82,-90.93,367.41,215.41,456.53,-330.57,Upgrade
Financing Cash Flow,845.43,"3,139.2","3,676.33",-56.8,595.5,-230.93,187.51,255.39,-54.88,-514.72,Upgrade
Net Cash Flow,-35.69,-195.46,302.18,127.17,3.79,47.46,-40.71,-249.16,286.75,-31.38,Upgrade
Free Cash Flow,447.42,562.61,177.83,210.25,262.07,244.61,184.78,158.55,168.35,325.12,Upgrade
Free Cash Flow Growth,-20.47%,216.38%,-15.42%,-19.77%,7.14%,32.38%,16.55%,-5.82%,-48.22%,87.86%,Upgrade
Free Cash Flow Margin,50.32%,71.74%,24.27%,33.16%,48.32%,54.78%,44.05%,40.98%,46.59%,101.29%,Upgrade
Free Cash Flow Per Share,4.04,5.67,1.87,2.38,3.13,3.15,2.42,2.10,2.25,4.44,Upgrade
