Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1994
Net Income,3.88,11.77,-0.79,-1.1,4.13,2.24,3.99,3.96,10.54,3.93,Upgrade
Depreciation & Amortization,1,0.98,1,0.99,1.44,1.21,1.12,0.93,0.6,0.47,Upgrade
Share-Based Compensation,0.21,0.44,0.35,0.24,0.5,0.59,0.37,0.58,0.22,0,Upgrade
Other Operating Activities,-4.41,-4.62,-2.77,3.93,5.71,-3.11,-3.66,-1.49,1.18,1.21,Upgrade
Operating Cash Flow,1.09,8.97,-1.81,4.46,12.17,1.32,2.21,4.45,13.02,6.12,Upgrade
Operating Cash Flow Growth,-87.87%,-,-,-63.35%,824.70%,-40.43%,-50.39%,-65.80%,112.92%,-33.01%,Upgrade
Capital Expenditures,-0.11,-0.23,-0.07,-0.28,-0.1,-0.4,-0.32,-4.13,-1.34,-0.17,Upgrade
Acquisitions,0,0,0,0,0,0,0,0,-2.54,0,Upgrade
Change in Investments,5.41,-1.83,3.08,-14.51,0.7,-1.84,-0.88,-5.48,7.69,-5.47,Upgrade
Investing Cash Flow,5.3,-2.06,3.01,-14.79,0.59,-2.23,-1.2,-9.61,3.82,-5.64,Upgrade
Dividends Paid,-0.41,0,-0.4,-0.41,-0.41,-0.41,-0.41,-0.83,-0.42,-1.49,Upgrade
Share Issuance / Repurchase,-0.15,-0.08,-0.14,-0.78,-0.66,-0.65,-0.95,-2.52,-1.28,-0.31,Upgrade
Debt Issued / Paid,0,0,0,0,0,0,0,-6.75,0,0,Upgrade
Other Financing Activities,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-0.4,-1.47,-0.98,-1.02,Upgrade
Financing Cash Flow,-0.95,-0.48,-0.94,-1.59,-1.47,-1.45,-1.76,-11.57,-2.68,-2.81,Upgrade
Net Cash Flow,5.43,6.43,0.26,-11.92,11.3,-2.37,-0.75,-16.73,14.15,-2.33,Upgrade
Free Cash Flow,0.98,8.74,-1.88,4.18,12.07,0.92,1.89,0.33,11.68,5.95,Upgrade
Free Cash Flow Growth,-88.77%,-,-,-65.37%,1211.52%,-51.25%,478.83%,-97.21%,96.47%,-34.46%,Upgrade
Free Cash Flow Margin,0.49%,4.47%,-0.95%,2.25%,6.66%,0.55%,1.14%,0.20%,7.06%,4.25%,Upgrade
Free Cash Flow Per Share,0.05,0.43,-0.09,0.21,0.59,0.04,0.09,0.02,0.55,0.28,Upgrade
