Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Net Income,18.83,14.69,9.96,8.65,9.63,5.34,5.02,5.32,4.78,13.69,Upgrade
Depreciation & Amortization,6.36,7.86,7.39,3.19,2.43,2.8,2.66,2.36,1.97,1.94,Upgrade
Share-Based Compensation,1.15,1.43,0.66,2.27,3.28,3.25,3.23,1.52,1.01,1.96,Upgrade
Other Operating Activities,-2.95,20.3,8.84,4.67,13.52,18.2,7.07,7.04,12.6,8.79,Upgrade
Operating Cash Flow,23.38,44.28,26.85,18.78,28.86,29.59,17.98,16.24,20.35,26.39,Upgrade
Operating Cash Flow Growth,-47.19%,64.93%,42.99%,-34.94%,-2.46%,64.57%,10.68%,-20.19%,-22.87%,27.13%,Upgrade
Capital Expenditures,-0.96,-0.91,-0.63,-3.81,-1.76,-0.8,-0.72,-0.39,-0.66,-0.28,Upgrade
Acquisitions,0,0,0,-35.57,0,0,-0.15,-3.55,-1.81,-3.2,Upgrade
Other Investing Activities,-,-,-,-,-,-,0.59,-0,0.44,-0,Upgrade
Investing Cash Flow,-0.96,-0.91,-0.63,-39.38,-1.76,-0.8,-0.28,-3.94,-2.03,-3.48,Upgrade
Dividends Paid,-14.74,-13.08,-12.4,-13.03,-11.43,-10.1,-9.62,-9.33,-8.9,-29.98,Upgrade
Share Issuance / Repurchase,-8.78,-0.51,0,0,0,0,0,0,0,21.32,Upgrade
Debt Issued / Paid,-2.82,-3.72,-3.71,16.09,-0.88,-1.99,-2.37,-2.16,-5.69,0.77,Upgrade
Other Financing Activities,-4.4,-2.82,-0.44,1.09,0.67,-0.39,0.25,-0.08,-0.03,-1.34,Upgrade
Financing Cash Flow,-30.74,-20.12,-16.55,4.15,-11.64,-12.48,-11.74,-11.57,-14.62,-9.23,Upgrade
Net Cash Flow,-8.31,23.25,9.67,-16.45,15.46,16.31,5.96,0.74,3.7,13.68,Upgrade
Free Cash Flow,22.43,43.37,26.22,14.96,27.1,28.78,17.26,15.86,19.69,26.11,Upgrade
Free Cash Flow Growth,-48.29%,65.41%,75.23%,-44.79%,-5.84%,66.80%,8.83%,-19.46%,-24.61%,27.38%,Upgrade
Free Cash Flow Margin,18.20%,32.96%,24.28%,14.65%,27.47%,31.50%,21.50%,21.10%,28.34%,43.48%,Upgrade
Free Cash Flow Per Share,2.29,4.48,2.76,1.70,3.27,3.55,2.15,2.02,2.59,3.21,Upgrade
