Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Net Income,26.44,21.01,14.48,15.51,13.99,8.19,7.47,5.82,4.74,3.65,Upgrade
Depreciation & Amortization,1.9,1.67,1.42,1.39,1.04,1.03,1.08,1.15,1.31,1.41,Upgrade
Share-Based Compensation,0.26,0.22,0.26,0.22,0.2,0.15,0.12,0.07,0.08,0.04,Upgrade
Other Operating Activities,28.28,-31.32,8.48,-1.65,0.41,2.11,0.23,0.19,-0.78,5.83,Upgrade
Operating Cash Flow,56.89,-8.42,24.63,15.48,15.64,11.48,8.9,7.23,5.35,10.71,Upgrade
Operating Cash Flow Growth,-,-,59.14%,-1.04%,36.25%,28.98%,23.14%,35.21%,-50.08%,84.44%,Upgrade
Capital Expenditures,-2.57,-0.61,0.2,-0.76,-3.39,-0.22,-0.23,-1.17,0.09,-0.2,Upgrade
Acquisitions,0,23.63,0,0,0,0,0,0,0,0,Upgrade
Change in Investments,-268.9,-102.97,-114.97,-36.64,-119.54,-67.01,-67.77,-39.61,-30.18,-44.22,Upgrade
Other Investing Activities,0.7,0.14,0.37,0.7,1.06,0.69,2.25,2.28,3.4,2.4,Upgrade
Investing Cash Flow,-270.77,-79.81,-114.4,-36.71,-121.87,-66.54,-65.75,-38.5,-26.69,-42.02,Upgrade
Dividends Paid,-3.74,-3.08,-1.87,-2.37,-1.84,-1.4,-0.49,0,0,0,Upgrade
Share Issuance / Repurchase,0.31,0.27,0.09,0.14,0.33,0.26,-0.66,0.09,0.03,0.12,Upgrade
Debt Issued / Paid,1.34,-1.6,2.87,2.96,2.98,0.78,-2.62,-5.58,-1.48,11.91,Upgrade
Other Financing Activities,18.81,288.31,226.65,20.76,63.91,80.3,55.08,59.39,18.45,24.53,Upgrade
Financing Cash Flow,16.72,283.9,227.74,21.49,65.38,79.95,51.3,53.89,17,36.56,Upgrade
Net Cash Flow,-197.16,195.68,137.97,0.26,-40.85,24.89,-5.55,22.62,-4.34,5.24,Upgrade
Free Cash Flow,54.31,-9.03,24.83,14.72,12.25,11.26,8.67,6.06,5.44,10.5,Upgrade
Free Cash Flow Growth,-,-,68.73%,20.17%,8.76%,29.84%,43.13%,11.42%,-48.22%,111.29%,Upgrade
Free Cash Flow Margin,79.57%,-16.55%,56.84%,33.30%,29.89%,31.62%,28.04%,21.62%,21.19%,45.33%,Upgrade
Free Cash Flow Per Share,9.28,-1.55,4.79,2.85,2.39,2.22,1.77,1.25,1.13,2.20,Upgrade
