Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Net Income,9.88,18.01,19.49,10.66,10.43,4.37,8.96,10.51,8.05,4.66,Upgrade
Depreciation & Amortization,2.58,2.6,2.59,2.22,2.12,2.29,2.54,2.52,2.42,1.71,Upgrade
Share-Based Compensation,0.3,0.32,0.3,0.29,0.22,0.17,0.06,0.02,0.06,0.06,Upgrade
Other Operating Activities,12.03,10.23,-7.58,-4.07,8.47,-3.77,7.46,-6,-1.85,5.68,Upgrade
Operating Cash Flow,24.78,31.16,14.81,9.11,21.24,3.06,19.02,7.04,8.67,12.1,Upgrade
Operating Cash Flow Growth,-20.47%,110.39%,62.62%,-57.12%,594.96%,-83.93%,170.20%,-18.85%,-28.31%,-2.32%,Upgrade
Capital Expenditures,0.5,-0.72,0.01,-0.78,-0.88,-0.59,0.22,-0.65,-1.12,1.35,Upgrade
Acquisitions,-0.57,0,0,0,0,0,0,0,0,25.03,Upgrade
Change in Investments,-197.03,-49.73,-104.56,-7.26,-63.26,-16.09,-40.86,-7.72,-47.33,-42.97,Upgrade
Other Investing Activities,-0.06,-6,-,0.28,-,-4.47,0.36,-,-,-,Upgrade
Investing Cash Flow,-197.16,-56.45,-104.55,-7.76,-64.14,-21.15,-40.28,-8.37,-48.45,-16.6,Upgrade
Dividends Paid,-4.2,-3.82,-3.63,-3.51,-3.33,-3.11,-2.91,-2.55,-2.42,-2.24,Upgrade
Share Issuance / Repurchase,-1.24,0.02,-2.31,0.04,0.53,0.23,1.8,0.59,0.52,1.27,Upgrade
Debt Issued / Paid,10,1.03,-14.18,-14.7,-9.86,-6.47,2.01,-6.09,7.6,-2.87,Upgrade
Other Financing Activities,1.76,132.45,180.98,11.4,58.09,24.04,26.8,10.18,17.09,23.15,Upgrade
Financing Cash Flow,6.32,129.69,160.86,-6.77,45.44,14.68,27.69,2.14,22.8,19.32,Upgrade
Net Cash Flow,-166.06,104.4,71.12,-5.42,2.53,-3.41,6.43,0.81,-16.98,14.82,Upgrade
Free Cash Flow,25.28,30.44,14.82,8.33,20.35,2.46,19.23,6.39,7.55,13.45,Upgrade
Free Cash Flow Growth,-16.93%,105.41%,77.94%,-59.09%,726.39%,-87.19%,201.24%,-15.45%,-43.83%,11.27%,Upgrade
Free Cash Flow Margin,48.08%,50.66%,24.47%,18.60%,48.51%,6.01%,47.62%,14.64%,19.30%,46.46%,Upgrade
Free Cash Flow Per Share,4.85,5.80,2.84,1.56,3.83,0.47,3.72,1.29,1.53,2.81,Upgrade
