Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1994
Net Income,13.34,11.73,10.26,9.91,11.94,7.51,6.92,8.57,8.07,8.11,Upgrade
Depreciation & Amortization,1.57,1.61,1.53,1.46,1.33,1.5,1.27,0.97,0.87,0.95,Upgrade
Other Operating Activities,1.08,-0.16,0.7,3.39,4.87,5.48,5.17,0.86,2.74,4.1,Upgrade
Operating Cash Flow,15.99,13.19,12.49,14.75,18.14,14.5,13.37,10.4,11.68,13.16,Upgrade
Operating Cash Flow Growth,21.26%,5.57%,-15.33%,-18.68%,25.14%,8.45%,28.54%,-10.98%,-11.23%,21.48%,Upgrade
Capital Expenditures,-1.99,-1.09,-3.45,-6.23,-2.73,-1.73,-1.68,-1.95,-0.99,-1.15,Upgrade
Acquisitions,0,0,0,-26.33,0,0,1.77,0,0.81,0,Upgrade
Change in Investments,-80.56,-51.43,-80.67,6.25,-10,-40.36,-38.52,0.01,-29.71,-1.04,Upgrade
Other Investing Activities,-0.84,0.11,-4.57,-0.1,-,-0.09,-,-3,-,1.25,Upgrade
Investing Cash Flow,-83.39,-52.4,-88.69,-26.41,-12.73,-42.18,-38.43,-4.94,-29.89,-0.95,Upgrade
Dividends Paid,-4.72,-4.02,-4.02,-4,-3.97,-3.93,-3.59,-3.67,-3.44,-2.97,Upgrade
Share Issuance / Repurchase,0,-0.95,0,1.41,1.33,0.72,0,0,0.1,0.17,Upgrade
Debt Issued / Paid,-1.67,-8.25,-6.13,-5.72,3.76,-1.14,13.14,-1.16,6.22,-0.54,Upgrade
Other Financing Activities,-32.25,66.17,172.29,1.15,-9.93,66.44,10.15,13.92,17.95,-26.19,Upgrade
Financing Cash Flow,-38.64,52.95,162.14,-7.17,-8.81,62.09,19.7,9.09,20.84,-29.52,Upgrade
Net Cash Flow,-106.04,13.73,85.95,-18.82,-3.39,34.41,-5.36,14.55,2.63,-17.31,Upgrade
Free Cash Flow,14,12.1,9.04,8.52,15.42,12.77,11.68,8.45,10.7,12.01,Upgrade
Free Cash Flow Growth,15.70%,33.86%,6.10%,-44.73%,20.73%,9.30%,38.29%,-21.02%,-10.91%,15.51%,Upgrade
Free Cash Flow Margin,25.47%,23.59%,18.66%,16.64%,29.86%,26.27%,27.99%,20.60%,26.42%,29.70%,Upgrade
Free Cash Flow Per Share,2.93,2.54,1.89,1.78,3.26,2.72,2.50,2.05,2.61,2.96,Upgrade
