Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2001
Net Income,65.56,38.1,7.21,30.49,41.14,26.47,20.21,24.13,13.98,16.3,Upgrade
Depreciation & Amortization,2.72,2.73,2.81,3.09,3.56,5.21,6.86,6.51,5.84,6.74,Upgrade
Share-Based Compensation,1.53,1.28,1.02,3.64,1.82,1.62,0.83,0,0,0,Upgrade
Other Operating Activities,-48.68,-8.17,4.8,-19.23,-20.85,-20.28,-16.25,-13.73,-3.43,-10.22,Upgrade
Operating Cash Flow,21.13,33.94,15.84,17.99,25.67,17.14,15.23,19.39,17.44,14.23,Upgrade
Operating Cash Flow Growth,-37.75%,114.25%,-11.96%,-29.89%,49.74%,12.53%,-21.44%,11.14%,22.56%,90.22%,Upgrade
Capital Expenditures,-1.81,-0.05,-0.42,-0.13,10.15,48.7,35.25,10.03,-23.8,-13.01,Upgrade
Acquisitions,34.21,8.98,-16.5,7.94,-27.64,-14.1,-18.75,22.9,0,22.61,Upgrade
Change in Investments,-310.6,-196.4,-21.23,15.38,66.61,-60.88,-101.74,-174.83,-77.06,-166.67,Upgrade
Other Investing Activities,-0.4,-,-,-,-,-,-,3.21,-5.03,-1.35,Upgrade
Investing Cash Flow,-278.6,-187.47,-38.14,23.19,49.12,-26.28,-85.25,-138.7,-105.89,-158.42,Upgrade
Dividends Paid,-46.63,-28.65,-25.42,-35.34,-36.16,-33.47,-34.25,-31.56,-30.17,-22.24,Upgrade
Share Issuance / Repurchase,0,31.96,-2.11,0,0.34,-0.49,-1.6,0,-3.45,-3.54,Upgrade
Debt Issued / Paid,245.41,181.46,131.19,6.91,-76.24,36.37,68.34,121.58,107.65,99.65,Upgrade
Other Financing Activities,-0.6,-2.29,-1.56,-2.84,-1.04,50.79,39.04,-2.86,52.29,51.3,Upgrade
Financing Cash Flow,198.18,182.47,102.11,-31.27,-113.1,53.21,71.53,87.16,126.32,125.18,Upgrade
Net Cash Flow,-59.3,28.94,79.8,9.92,-38.31,44.08,1.52,-32.16,37.88,-19.01,Upgrade
Free Cash Flow,19.32,33.89,15.42,17.87,35.82,65.84,50.48,29.41,-6.35,1.23,Upgrade
Free Cash Flow Growth,-43.00%,119.73%,-13.67%,-50.12%,-45.60%,30.44%,71.62%,-,-,-,Upgrade
Free Cash Flow Margin,23.83%,49.51%,27.78%,28.67%,44.03%,93.55%,85.59%,49.06%,-15.15%,2.77%,Upgrade
Free Cash Flow Per Share,0.86,1.61,0.75,0.87,1.75,3.23,2.46,1.43,-0.31,0.08,Upgrade
